"#Wavelength in nm, units in L, dB/km; email from Armadillo SIA based on request on ceramoptec.com",,,,,,
Wavelength,UVNSS,UVNS,WFNS,UVWFS-1,UVWFS-2,UVWFS-3
453,19.95548022,20.57508447,21.24133719,22.41191341,23.57381793,22.56851988
454,20.09074247,20.48144646,21.03798582,21.79571939,23.31569831,22.37508048
455,20.11811863,20.30569009,20.89270158,23.59069539,22.99786497,22.1687136
456,19.47831244,19.93482163,20.65565314,22.43256781,22.7743335,21.9399008
457,19.07990901,19.68293451,20.43085274,22.36943649,22.55969484,21.86089022
458,19.65759396,19.55819911,20.22805171,22.14328565,22.49816307,21.75896081
459,18.60923601,19.40428623,20.03976094,21.86768979,22.28713977,21.58067183
460,18.58427589,19.25885967,19.80332941,21.65396852,22.02175362,21.32882311
461,18.5070067,19.01862875,19.65447007,21.44103048,21.88623757,21.14042114
462,18.72739538,18.8252527,19.46375957,21.20208827,21.70617053,20.95446278
463,18.75960732,18.61348389,19.30548057,20.9199556,21.47187544,20.72718203
464,18.83226536,18.37031795,19.1306135,20.89814731,21.32845661,20.54025384
465,18.56048338,18.21876308,18.96268571,20.72877535,20.96821718,20.41268766
466,18.71481074,18.12810052,18.747675,20.6047475,20.76102589,20.21158062
467,17.5108938,17.963561,18.57106498,20.46783369,20.54727972,20.02098047
468,17.52615468,17.77904678,18.37570085,20.14529596,20.49385509,19.80148514
469,17.39883679,17.68862799,18.20825515,19.86803235,20.48915298,19.64309185
470,17.13565535,17.58469768,18.10175231,19.70530587,20.3125527,19.60370779
471,17.09895194,17.39157631,17.91875314,19.61045116,20.04991499,19.45649919
472,16.9802778,17.20083128,17.7399511,19.50088315,19.84474933,19.27315758
473,17.0666484,17.10773706,17.56702217,19.37779311,19.53747125,18.99184599
474,17.55946424,16.95113473,17.40205329,19.20019521,19.31314729,18.83973974
475,16.98846193,16.78304629,17.27036089,19.07691194,19.12596398,18.68885287
476,16.78753208,16.59643934,17.15267041,18.79249376,18.95231715,18.57541043
477,16.6430813,16.43083615,16.97539034,18.57239973,18.81440715,18.46534522
478,16.17005905,16.30070192,16.77263091,18.43968016,18.67355698,18.30006129
479,16.09366327,16.17010447,16.6280546,18.31953113,18.47336138,18.11148777
480,16.27690227,16.05194922,16.48384468,18.1693095,18.33210828,18.006236
481,16.43891432,15.92674723,16.33434927,18.02295919,18.17211938,17.81891957
482,16.22399089,15.73242257,16.18367632,17.8698933,17.97680188,17.63857686
483,15.38780499,15.5612309,16.04739765,17.74622089,17.73977108,17.50766848
484,15.34759765,15.437077,15.92029481,17.57373805,17.54725506,17.41940363
485,14.85537464,15.40106742,15.80425493,17.41899319,17.44514314,17.29740791
486,15.38239812,15.2932141,15.65877131,17.30096435,17.38651518,17.20861042
487,15.52106258,15.13943212,15.53152206,17.18632475,17.23538017,17.09405839
488,15.11889277,14.99367707,15.39716215,16.96776888,17.04832762,16.95778252
489,15.0455994,14.83965302,15.24641031,16.87512096,16.9010105,16.67998461
490,14.64663629,14.73173964,15.13707456,16.73644776,16.76276797,16.52897782
491,14.50659067,14.63470674,15.01189606,16.60900605,16.50550585,16.46904955
492,14.39859602,14.53527104,14.85348315,16.45981575,16.41809257,16.38173207
493,14.20402904,14.42206983,14.74680376,16.31096664,16.29174812,16.26286443
494,14.2148041,14.33185556,14.63344936,16.20038687,16.11488882,16.14613747
495,14.19860043,14.21390104,14.48149339,16.06607926,15.98546905,15.99956628
496,14.30945927,14.06436568,14.37803497,15.95315956,15.85316202,15.84118463
497,14.22428934,13.97459982,14.28046868,15.84299258,15.73519384,15.72776294
498,14.1396871,13.93280934,14.17636798,15.70351375,15.58599628,15.6495777
499,14.07477648,13.87002615,14.04699943,15.60411043,15.44470825,15.55396646
500,14.15446523,13.88475409,13.89785574,15.49493314,15.28543063,15.44994442
501,14.10875231,13.8314205,13.78749797,15.33149922,15.07745372,15.33213781
502,14.16030055,13.74721997,13.65917823,15.22237361,14.95383416,15.21478246
503,14.0458217,13.66753757,13.53865205,15.11358079,14.8406059,15.10774192
504,13.76765031,13.5511052,13.41543359,14.98669061,14.74045661,15.01071668
505,13.86505643,13.47625949,13.32161286,14.88696126,14.66794283,14.92431548
506,13.7699845,13.39169595,13.20750181,14.78507588,14.53244607,14.80996736
507,13.53467784,13.29531392,13.09852199,14.66083704,14.3834609,14.70906347
508,13.49069093,13.17910729,13.00171534,14.56051403,14.27230482,14.59797508
509,13.39082699,13.06475974,12.88541905,14.48896065,14.19403084,14.48620332
510,13.29746912,12.89165501,12.76085459,14.38799498,14.01012899,14.36879038
511,13.08796022,12.75232944,12.6443383,14.30095012,13.87261509,14.2523982
512,12.99544512,12.62126086,12.54619045,14.18643112,13.77668125,14.16166127
513,12.68024754,12.48752922,12.45705071,14.03054851,13.62378449,14.0659853
514,12.4759011,12.33767866,12.33153275,13.92366411,13.48809217,13.99328806
515,12.36384647,12.20694596,12.25556552,13.84429636,13.3775827,13.86507682
516,12.36810025,12.11639834,12.16846986,13.74619497,13.26039026,13.7497135
517,12.32189929,12.00430496,12.04571479,13.65885941,13.16264764,13.63695558
518,12.15405816,11.84745647,11.94546478,13.56515722,13.03615173,13.5452856
519,12.176965,11.71656841,11.86671047,13.44300561,12.91538517,13.46974172
520,12.14986907,11.6007619,11.76539744,13.310109,12.77308065,13.37828049
521,11.9660112,11.4815245,11.68459869,13.22403444,12.69149666,13.28873711
522,11.88028408,11.38614572,11.58952749,13.17786779,12.59554226,13.20332996
523,11.62924312,11.27501001,11.48413236,13.06831511,12.49709063,13.12211892
524,11.41902098,11.17592837,11.39916277,12.95596446,12.39803194,13.01677738
525,11.49048196,11.07477311,11.31312586,12.87268813,12.29205073,12.95190048
526,11.32082079,10.9731655,11.22580598,12.77326377,12.19907292,12.83900153
527,11.35715788,10.86975332,11.12344301,12.6891147,12.12163061,12.756533
528,11.44139529,10.76840684,11.02530236,12.61409715,11.97421353,12.68686771
529,11.29486466,10.68597421,10.95274867,12.53127316,11.85390408,12.60107839
530,11.10563655,10.60365816,10.86690294,12.4360519,11.73625189,12.52802258
531,10.80936727,10.49441068,10.77958679,12.34062411,11.62293851,12.42448349
532,10.71230116,10.41380935,10.69301276,12.28794957,11.54894504,12.33255609
533,10.61141833,10.31732824,10.59442161,12.20175137,11.45714694,12.26054646
534,10.77761977,10.22192191,10.50171626,12.0851894,11.37268511,12.18444711
535,10.67804554,10.15991185,10.43042733,11.98208991,11.2708382,12.12095064
536,10.72268421,10.07474173,10.34936592,11.90507622,11.15665583,12.05518603
537,10.35517891,9.970880508,10.2759868,11.83503654,11.06659372,11.99111019
538,10.20743752,9.884239674,10.20201492,11.75794562,11.00531413,11.88967288
539,10.19470632,9.808000045,10.12077434,11.67593951,10.92009044,11.80414603
540,10.29665533,9.715135623,10.02469838,11.60382061,10.81705158,11.7320404
541,10.20680282,9.651871802,9.972143783,11.52773808,10.75250076,11.67047757
542,10.14170215,9.592864687,9.907953012,11.45167514,10.65745907,11.58254531
543,10.19506943,9.528577052,9.833468704,11.37355312,10.57372579,11.5118841
544,10.11718949,9.448308715,9.763612174,11.29481721,10.48545515,11.44235252
545,9.83827443,9.378698927,9.686623159,11.22115447,10.40829347,11.37654448
546,9.789133627,9.301493426,9.6153377,11.14080223,10.31015136,11.27774495
547,9.851966067,9.207431801,9.545155345,11.05726548,10.20177874,11.20114129
548,9.762661591,9.141224122,9.474621952,10.96865803,10.13423514,11.15165053
549,9.608104299,9.08667838,9.400193751,10.9077878,10.07546091,11.08576277
550,9.623362909,9.021944243,9.316901545,10.84816553,9.976630757,11.01955022
551,9.501687341,8.957525398,9.259223679,10.75248593,9.884094302,10.9515324
552,9.432830015,8.875472187,9.197094619,10.66836881,9.787806103,10.87832743
553,9.495747434,8.813139624,9.120923667,10.60987493,9.703864435,10.82653281
554,9.546568481,8.754608305,9.033680591,10.53962619,9.640389477,10.77091657
555,9.563082096,8.710868604,8.973508994,10.45696076,9.551755582,10.66989293
556,9.366897216,8.678373761,8.904494993,10.38439308,9.481792452,10.60849219
557,9.239331079,8.639063169,8.829451022,10.31549948,9.403277782,10.54178468
558,9.275272887,8.590373936,8.767306244,10.22597828,9.334715916,10.46457329
559,9.274866975,8.561014392,8.709286203,10.15099681,9.268735864,10.39984099
560,9.311991379,8.545742744,8.642647344,10.08143273,9.188446658,10.35125351
561,9.300732758,8.524489473,8.573196416,10.01866855,9.114632397,10.29089747
562,9.198936245,8.510344879,8.505580717,9.938412937,9.035771607,10.21073435
563,9.404398394,8.485301499,8.44991435,9.874544237,8.94669247,10.15058744
564,9.292974182,8.457430368,8.3828884,9.826251987,8.878659145,10.09448349
565,9.125507002,8.423306496,8.330745171,9.765410143,8.808517365,10.03696491
566,9.067551711,8.399292575,8.274787929,9.697498326,8.723620155,9.986850355
567,9.090414795,8.375557164,8.195938455,9.630472158,8.680949759,9.924499961
568,9.018550594,8.345416326,8.154340203,9.541929825,8.614827247,9.856171343
569,9.092046834,8.282165472,8.101580768,9.470937666,8.550736661,9.800256739
570,8.812284661,8.232609155,8.038338015,9.434750271,8.482206247,9.736554307
571,8.87234903,8.160643781,7.998959777,9.365204929,8.40314089,9.672743195
572,8.947488588,8.106519467,7.93815757,9.299692971,8.344871096,9.618101657
573,8.862830983,8.074051,7.867988473,9.231129165,8.287881703,9.568932219
574,8.898159983,8.052601237,7.819486181,9.162313378,8.221462331,9.514341825
575,8.707575,8.025791297,7.75512064,9.098780594,8.152655372,9.451449515
576,8.698662641,8.013911061,7.692105486,9.049941538,8.086428193,9.379788886
577,8.590296083,7.989626167,7.645604188,8.985770223,8.017074536,9.317452068
578,8.654459274,7.993492273,7.58272084,8.915418271,7.967938709,9.260741669
579,8.83530444,8.019970993,7.522623532,8.858116837,7.901326441,9.213184595
580,8.782839697,8.108368702,7.475340485,8.799037631,7.84938034,9.129029223
581,8.876172182,8.223979874,7.424587824,8.72203509,7.797294284,9.06842719
582,9.057956636,8.382476592,7.372285678,8.660815581,7.750874056,9.02002152
583,9.440629977,8.595578391,7.336141671,8.580482974,7.701470536,8.937611123
584,9.759097265,8.872613911,7.282877777,8.509325277,7.627757256,8.880176055
585,10.18953426,9.213141438,7.230983705,8.447528451,7.574358326,8.82766449
586,10.62296317,9.635511343,7.18877533,8.389585023,7.514739777,8.758772669
587,10.99249894,10.08741614,7.129239506,8.325523674,7.461378729,8.676263535
588,11.46544963,10.56024248,7.070605906,8.278162784,7.410794869,8.617533667
589,11.9470334,11.0085171,7.020855303,8.217298537,7.348307129,8.573812183
590,12.28977147,11.41236784,6.95659561,8.141621846,7.309560383,8.512095733
591,12.61247297,11.75359731,6.901057968,8.087879459,7.243787522,8.451299743
592,13.03346795,11.98701836,6.856714095,8.039191619,7.204686474,8.408984601
593,13.09904248,12.11461082,6.796096903,7.992102534,7.161270476,8.368878375
594,13.06489422,12.13214373,6.74849891,7.931484124,7.094687643,8.330726044
595,13.00695778,12.01891372,6.716074824,7.89279929,7.03050974,8.281317417
596,12.84575347,11.82217921,6.672937429,7.851185316,6.991335288,8.22635167
597,12.64779995,11.53975775,6.62587206,7.797425878,6.940625516,8.166761366
598,12.23631843,11.19729601,6.591071282,7.748073425,6.886168643,8.10801709
599,12.018714,10.8390599,6.555830742,7.692813972,6.839494409,8.066478015
600,11.69067777,10.46768513,6.509584762,7.642767565,6.793741353,8.00582992
601,11.24164867,10.09869243,6.467372994,7.598887153,6.720569525,7.9555254
602,10.84260075,9.749528973,6.422873123,7.54572587,6.675207746,7.904094639
603,10.62100585,9.43392955,6.371097348,7.481344394,6.633996979,7.868544041
604,10.18670867,9.143632149,6.329530177,7.429450223,6.592006574,7.818623415
605,9.987448056,8.872054358,6.289785616,7.401091559,6.563945645,7.79803767
606,9.745648908,8.609252545,6.243079571,7.375875758,6.519168676,7.759682663
607,9.397693518,8.36660638,6.196943249,7.336425025,6.459597288,7.705309122
608,9.238346441,8.165719131,6.158324597,7.269548447,6.428965252,7.651367209
609,9.078174332,7.974497267,6.114217414,7.225238291,6.381449279,7.614105963
610,8.941094833,7.778001883,6.063711474,7.179558022,6.324477927,7.572469905
611,8.864785729,7.61966026,6.015262566,7.141559262,6.281654406,7.523140389
612,8.62559587,7.460263255,5.969112554,7.090193358,6.242015696,7.454277419
613,8.434002323,7.312532026,5.936576805,7.053429198,6.198276542,7.416385678
614,8.229409394,7.181072894,5.900191989,7.01287441,6.155910795,7.38805153
615,8.061739633,7.054262301,5.851171628,6.975215237,6.100465037,7.344497696
616,7.977081067,6.940049884,5.828266641,6.931186387,6.060674591,7.287443304
617,7.95321058,6.836683315,5.795512666,6.875240371,6.022652046,7.253849916
618,7.874545717,6.725468857,5.759742783,6.827450011,5.980596448,7.230864214
619,7.705825009,6.617634777,5.71837892,6.79499949,5.931113287,7.176074653
620,7.483437848,6.512329231,5.684670347,6.755952439,5.88093597,7.123339417
621,7.49108302,6.402692287,5.646015367,6.725671401,5.847866518,7.08009886
622,7.342488536,6.307460753,5.596790214,6.709186958,5.817650628,7.039017017
623,7.2271668,6.217965216,5.563488208,6.66456817,5.771999058,6.996296227
624,7.136284644,6.134263691,5.531802309,6.633441724,5.735975266,6.95407445
625,7.0392279,6.061825589,5.48690366,6.597956041,5.700442207,6.936654944
626,6.940267736,5.97629336,5.447189023,6.557006263,5.658577854,6.906146648
627,6.89171345,5.891066315,5.4155912,6.522301926,5.618975571,6.851520187
628,6.959029955,5.808960506,5.378208113,6.500613378,5.587894104,6.804125299
629,6.81372392,5.742064236,5.34573597,6.485382425,5.546287732,6.763376912
630,6.757363282,5.680604438,5.322316991,6.446796623,5.505301717,6.712694481
631,6.719477977,5.619520344,5.291562271,6.41174594,5.483597854,6.673244338
632,6.689884298,5.551703119,5.25390698,6.385236376,5.448140794,6.623069712
633,6.679576728,5.467219816,5.214649503,6.345751179,5.399004536,6.587334364
634,6.511693967,5.399841623,5.186891713,6.300510334,5.355720659,6.54888215
635,6.443140126,5.350092397,5.153390803,6.263606341,5.336842199,6.502925292
636,6.458250034,5.292985131,5.125855108,6.231971719,5.299222394,6.453199692
637,6.364524171,5.243651209,5.102470074,6.204739269,5.264060058,6.433831782
638,6.263473254,5.192475834,5.072911308,6.163528447,5.237910617,6.39555032
639,6.171959506,5.15036191,5.04475257,6.131631539,5.207898226,6.36514778
640,6.287508679,5.111344474,5.017486686,6.089924439,5.182256101,6.332272905
641,6.208923738,5.085866906,4.980827114,6.056199165,5.143734825,6.302726204
642,6.133189367,5.057902019,4.940618265,6.027926846,5.103178959,6.274303342
643,6.203848663,5.023550289,4.910359812,6.001190914,5.070957774,6.247237784
644,6.161180172,5.010121612,4.87342342,5.967048427,5.05124953,6.20749333
645,6.045588682,5.001832252,4.830467018,5.948689541,5.025055613,6.164815738
646,6.061286554,4.99254778,4.788916727,5.92410332,4.990200439,6.125325523
647,6.075789584,4.974996415,4.759446205,5.897665369,4.956184432,6.096738801
648,6.167645874,4.973521023,4.737290934,5.872791849,4.937632504,6.069545805
649,6.132917071,4.961499466,4.702984772,5.851808581,4.907916511,6.041143602
650,6.070169928,4.945957419,4.670026538,5.826882887,4.874919282,6.007133657
651,6.128903571,4.942568132,4.641410618,5.799619607,4.849855218,5.974082178
652,6.120596369,4.920113208,4.609829618,5.777201333,4.814504923,5.950801115
653,6.139082476,4.893439501,4.576832037,5.768426155,4.805460593,5.924703104
654,6.128630162,4.866472373,4.54173066,5.748706418,4.772602521,5.912057349
655,6.206055563,4.847983281,4.506920294,5.730961578,4.736887545,5.879972585
656,6.180114281,4.822803827,4.46948058,5.717263143,4.711644864,5.843870051
657,6.094571993,4.797040438,4.435799195,5.694500259,4.693258568,5.819143044
658,6.091072298,4.765477877,4.40108912,5.670478138,4.676104987,5.78731175
