"#Wavelength in nm, units in L, dB/km; email from Armadillo SIA based on request on ceramoptec.com",,,,,,
Wavelength,UVNSS,UVNS,WFNS,UVWFS-1,UVWFS-2,UVWFS-3
659,5.991916906,4.74585667,4.380738334,5.643249227,4.636063987,5.766120083
660,6.030758905,4.718166532,4.35677801,5.612923753,4.611423288,5.741597339
661,5.968433222,4.69938492,4.328578596,5.568204399,4.576293296,5.70440393
662,5.9200136,4.682096054,4.303653796,5.514937444,4.52417868,5.680244264
663,5.927561558,4.679894913,4.284385377,5.480669506,4.48690885,5.663093567
664,5.979404584,4.685614198,4.26019873,5.440511816,4.454706318,5.627240198
665,6.055679438,4.693250261,4.227732102,5.387419728,4.411137863,5.603209711
666,5.981780976,4.702205775,4.203018655,5.355968336,4.371187445,5.577964679
667,5.904137211,4.714053592,4.170360297,5.31070158,4.339354674,5.546499423
668,5.972614022,4.736593237,4.137606046,5.276220169,4.310751827,5.531469175
669,6.055423038,4.775275791,4.110391891,5.244038418,4.277256792,5.506311299
670,6.045045199,4.834671421,4.076005121,5.218766991,4.251568981,5.490226674
671,6.094592907,4.902321132,4.052434356,5.193148912,4.224712516,5.475633004
672,6.275430206,4.993007022,4.027282076,5.160796508,4.203887452,5.464320278
673,6.315515736,5.123813711,3.998426044,5.135237995,4.174877061,5.442309418
674,6.400204953,5.282137758,3.974094351,5.104314726,4.140331329,5.417103282
675,6.531406093,5.48918072,3.945055666,5.069666061,4.111960288,5.391534489
676,6.939485153,5.731635233,3.92217193,5.046454652,4.088656488,5.369191422
677,7.326499704,6.040938199,3.90669193,5.034532136,4.070547858,5.3497559
678,7.671503165,6.384021914,3.884265976,5.02505277,4.050157963,5.339545249
679,8.081006541,6.78047985,3.867246575,4.997965572,4.025827382,5.333696661
680,8.46362282,7.185928567,3.847356129,4.972541342,4.002626863,5.319867251
681,8.877163624,7.616663596,3.830195927,4.948275066,3.983247532,5.310254843
682,9.248926824,8.033155649,3.81103281,4.935298214,3.955235515,5.296424667
683,9.603823649,8.384846299,3.799166936,4.903030161,3.91946535,5.269396172
684,9.969271389,8.677710262,3.784379157,4.87240639,3.887281082,5.247883748
685,10.10402382,8.877887738,3.767415823,4.857015596,3.856641611,5.227916472
686,10.26959416,8.992144851,3.753249258,4.844757315,3.842024677,5.204842425
687,10.39417799,9.023063998,3.734859625,4.821014333,3.821159219,5.186979377
688,10.23768432,8.964883924,3.71713408,4.794400341,3.793416637,5.175474588
689,10.1235569,8.84558027,3.702546727,4.766075852,3.780401617,5.151699273
690,10.03146136,8.693947318,3.685611452,4.743070821,3.771206638,5.142889675
691,9.886596421,8.524899987,3.658836522,4.726218274,3.747213799,5.125000973
692,9.744564029,8.351983264,3.631821427,4.704895487,3.72932334,5.110092644
693,9.517557496,8.203719097,3.601095434,4.686769331,3.706953672,5.102125481
694,9.447307724,8.099180108,3.572524056,4.664625158,3.694762042,5.088052395
695,9.410213496,8.027387286,3.539513561,4.63682364,3.67682619,5.070050765
696,9.49523547,7.977074321,3.50053564,4.609812954,3.654775402,5.042584953
697,9.428858215,7.969401978,3.466275279,4.568033092,3.646655194,5.017921781
698,9.516297193,8.023120563,3.436225089,4.530584054,3.633385728,4.975432702
699,9.663308693,8.12538989,3.410731219,4.488931558,3.608504701,4.938713935
700,9.816786426,8.257450907,3.385392868,4.448628465,3.577431557,4.887240873
701,9.981231738,8.413982456,3.36864238,4.411377839,3.558151552,4.846219397
702,10.14360115,8.598139848,3.343929956,4.366241124,3.542356467,4.806037894
703,10.41436815,8.822185853,3.314191251,4.317943221,3.518127444,4.75997926
704,10.72853821,9.08284308,3.301315208,4.289696216,3.500245543,4.717903978
705,11.01266583,9.410961114,3.290622659,4.254854461,3.486425332,4.668675731
706,11.40653128,9.807284479,3.28088211,4.214845742,3.467792922,4.615599287
707,11.92512354,10.28900538,3.265261727,4.17837702,3.444126428,4.560524611
708,12.60034184,10.8581163,3.246686673,4.137988068,3.417931223,4.502882848
709,13.40246057,11.57889648,3.218175211,4.091433093,3.395081071,4.460872838
710,14.61428782,12.47383217,3.192313449,4.044567498,3.368063651,4.421994672
711,16.11141816,13.50544007,3.174427546,4.012682796,3.344479373,4.382304785
712,18.16420504,15.93731745,3.158083456,3.977282011,3.328106841,4.336078068
713,20.71508455,18.75579006,3.145014862,3.955451389,3.308503363,4.287622099
714,24.09084363,22.28763736,3.134067395,3.938057216,3.289928258,4.245455064
715,28.0592712,26.25005222,3.118221089,3.924326178,3.280369281,4.20463474
716,32.95804503,31.37206736,3.10324209,3.895426236,3.267947287,4.181950926
717,38.51570311,37.2293451,3.082842451,3.86560697,3.246028905,4.156185608
718,44.72321574,43.54279992,3.064352093,3.82640659,3.231709462,4.131528732
719,50.98448712,49.70847896,3.051614541,3.800655633,3.224601923,4.104853946
720,57.56657098,56.291815,3.035555779,3.764902613,3.215873586,4.090842516
721,63.95777551,62.20131253,3.02079863,3.732742906,3.206914425,4.072563777
722,69.49817553,67.37086159,3.010426606,3.709217953,3.206357503,4.057540201
723,74.00213537,71.35445047,2.99468678,3.696299573,3.199193385,4.031521513
724,77.00297706,73.79259144,2.987686275,3.685879145,3.193243584,4.027004623
725,78.7455189,74.93185042,2.982410124,3.666863376,3.185842618,4.02571724
726,79.08190848,74.72072306,2.973866525,3.656412433,3.172474734,4.014958854
727,77.97250285,73.1100322,2.957068501,3.647889951,3.168068629,4.002956047
728,75.75621271,70.52154563,2.939337628,3.634703931,3.148461682,3.99099414
729,72.60013471,67.28291606,2.925282117,3.616535892,3.121104577,3.979773796
730,69.16268252,63.65086547,2.908002461,3.606700314,3.097668613,3.961073309
731,65.27458423,59.68150789,2.882860619,3.586949014,3.081796524,3.941728031
732,61.24196666,55.61334794,2.856388396,3.566686472,3.072411683,3.926724573
733,57.12491344,51.67083584,2.829237877,3.538697122,3.065828259,3.910254635
734,53.17966908,48.03840771,2.804532357,3.513950902,3.041109047,3.886113854
735,49.54776547,44.64674408,2.781238429,3.491727807,3.017334875,3.866577958
736,46.04741001,41.43809251,2.761014454,3.465561937,2.987746086,3.837070459
737,43.13882119,38.59915315,2.749521381,3.443935173,2.966335748,3.811417115
738,40.21852796,35.95399126,2.743113039,3.410262231,2.946899843,3.787663116
739,37.57164455,32.67742052,2.730390463,3.384956583,2.9350339,3.758772762
740,35.16898451,30.77313479,2.721236755,3.346116875,2.910334632,3.727308813
741,33.07469318,28.99061762,2.705998618,3.317023268,2.886946095,3.685971309
742,31.16367199,27.33884188,2.686786469,3.281053058,2.871954693,3.652717874
743,29.26285242,25.80932519,2.667043609,3.238301954,2.854807614,3.602614996
744,27.6257979,24.40615185,2.645394089,3.184843955,2.835885999,3.556220038
745,26.16139102,23.10975644,2.621960582,3.144159592,2.835078357,3.510851953
746,24.77970316,21.89829322,2.601756028,3.110628318,2.830564721,3.462579319
747,23.5002857,20.75892405,2.58374066,3.078070298,2.812809121,3.412159469
748,22.28511834,19.70407661,2.560421692,3.050513322,2.798603783,3.360471888
749,21.13828991,18.71575199,2.542420718,3.020345006,2.793051136,3.32047516
750,20.20177313,17.82789584,2.532026182,2.997562584,2.783068472,3.289335877
751,19.31514571,16.96115973,2.52195674,2.970007282,2.761379971,3.263045962
752,18.4497716,16.12335309,2.510975703,2.942926961,2.741867098,3.227744057
753,17.55221621,15.34469868,2.499416883,2.921360729,2.724621206,3.203856234
754,16.81582233,14.61481908,2.487316424,2.884297145,2.709692083,3.17325469
755,15.99870693,13.93106406,2.467480348,2.851501518,2.695209469,3.138466666
756,15.33785616,13.2656409,2.444700499,2.834120722,2.68765972,3.103264002
757,14.69758787,12.65860239,2.419069335,2.814854285,2.681814076,3.079269172
758,14.07836682,12.07006039,2.390458678,2.792130852,2.660880825,3.050705208
759,13.5329054,11.4967152,2.362849186,2.772802235,2.640559325,3.027911357
760,12.89770874,10.96618293,2.338921323,2.753628817,2.619007265,2.992179367
761,12.37262119,10.46891707,2.315948568,2.730060876,2.593880344,2.968910858
762,11.86751085,9.95911592,2.295196312,2.70878377,2.58918926,2.945601835
763,11.35212157,9.497594338,2.284820754,2.712580566,2.588045679,2.920253354
764,10.86984864,9.062235267,2.272271104,2.720709691,2.583611767,2.900419228
765,10.46765309,8.65036883,2.256118229,2.73735156,2.597902699,2.879292432
766,10.11042348,8.263075916,2.245538196,2.771102129,2.604817555,2.859503201
767,9.725699192,7.888239554,2.231540899,2.810135066,2.620755621,2.844435128
768,9.29879571,7.520774122,2.215830011,2.863167944,2.644364948,2.832707252
769,9.078088615,7.18046386,2.199749531,2.909417477,2.670555484,2.810882829
770,8.819249563,6.858302218,2.184496306,2.965021562,2.684157614,2.791960883
771,8.545194928,6.562967459,2.165860824,3.007952417,2.705397618,2.772579952
772,8.317953863,6.274131128,2.148842825,3.052936236,2.709558538,2.751025523
773,8.086818242,6.004241278,2.13818086,3.071873231,2.71224626,2.742745374
774,7.82491163,5.750922344,2.127786527,3.07600949,2.70445386,2.729943969
775,7.601639982,5.504706343,2.117277373,3.064624129,2.681614257,2.724561673
776,7.356125522,5.279243126,2.1028996,3.041016434,2.653435691,2.714073094
777,7.184202672,5.070029812,2.092655007,2.988065446,2.630012646,2.701048882
778,6.926931531,4.864067719,2.079703413,2.930115818,2.605696768,2.692560556
779,6.647250918,4.670809602,2.062476135,2.860798886,2.561406855,2.682620228
780,6.505403365,4.496140125,2.043773323,2.790403769,2.524104451,2.669813306
781,6.289026191,4.322389518,2.022881803,2.718163687,2.485607954,2.656635473
782,6.046781442,4.163043651,1.996041797,2.652466491,2.458571349,2.641200205
783,5.869618751,4.02817858,1.981594295,2.591493046,2.424951002,2.621673368
784,5.681444945,3.902276425,1.972698139,2.55467098,2.388653725,2.597513875
785,5.534526204,3.781793137,1.958055901,2.527807222,2.369936387,2.573752349
786,5.437735725,3.676888892,1.946704636,2.515395567,2.35252422,2.542084177
787,5.280077449,3.580123373,1.937868813,2.524321482,2.337723378,2.515412891
788,5.285456909,3.495905661,1.933009954,2.543476675,2.332963354,2.493369473
789,5.25358341,3.415354433,1.930798402,2.556077392,2.330822524,2.482640031
790,5.153066553,3.350700017,1.927739958,2.584472635,2.334349201,2.478540807
791,5.088459965,3.279796897,1.919090403,2.616919194,2.340169506,2.477653509
792,5.049502046,3.214127586,1.908989735,2.64969809,2.358561634,2.475876352
793,5.081229909,3.154426227,1.89627233,2.689218027,2.389678457,2.468898132
794,5.080198406,3.10596565,1.880988731,2.731060614,2.406237112,2.463023527
795,5.083181531,3.066581742,1.85885286,2.773455633,2.426085793,2.439260049
796,5.121116075,3.03312574,1.83964612,2.805725008,2.446200312,2.424977589
797,5.055322261,3.017001434,1.820590925,2.848399056,2.464342162,2.409334428
798,5.069838601,3.0002839,1.806797728,2.887404202,2.468781439,2.394453919
799,5.032485466,2.982076591,1.798423114,2.911828903,2.460421945,2.388135421
800,5.02638545,2.970972437,1.786940698,2.925716929,2.453806246,2.388500144
801,5.090570741,2.97964984,1.780101474,2.932345536,2.445659883,2.381492244
802,5.231121658,2.990346111,1.779375695,2.923134491,2.427401247,2.374027293
803,5.271816959,3.025292187,1.770377444,2.906292078,2.413559531,2.363638913
804,5.248369628,3.064979387,1.761264254,2.886161837,2.407570494,2.348557371
805,5.215544391,3.11348578,1.747213942,2.873568692,2.397756075,2.332715394
806,5.259323496,3.178898758,1.735055694,2.869264575,2.399109375,2.327382575
807,5.329278053,3.261237697,1.720074531,2.855570486,2.39512892,2.314942868
808,5.514591203,3.376264827,1.707413254,2.847465771,2.399073086,2.306020879
809,5.694234166,3.512997646,1.701405732,2.847726307,2.400133234,2.295686579
810,5.852595696,3.674406018,1.704614435,2.859884164,2.396272632,2.288878745
811,6.048028888,3.879987243,1.703568678,2.881300621,2.402234013,2.289733904
812,6.333594628,4.123469492,1.705228184,2.913383205,2.409683201,2.288456216
813,6.59219375,4.40136579,1.709314295,2.94276621,2.415997959,2.28773944
814,6.949821417,4.722444655,1.710671247,2.976914302,2.429675922,2.289642361
815,7.357322861,5.057772387,1.705743532,3.008194214,2.435961729,2.277211933
816,7.73274533,5.429430127,1.696698954,3.027904258,2.437428312,2.26068935
817,8.179359095,5.805741197,1.692479211,3.030504269,2.441705477,2.25311195
818,8.542437326,6.201262168,1.689323007,3.026121819,2.444256242,2.240736154
819,8.948841874,6.581154244,1.679734832,3.012115773,2.451162937,2.234749044
820,9.328741773,6.929804149,1.665131114,2.976834065,2.44836259,2.229666112
821,9.661719609,7.241154972,1.634551837,2.933039105,2.43072952,2.226050532
822,9.992222761,7.513932873,1.607478049,2.888533385,2.406890633,2.219600254
823,10.20538677,7.741724317,1.581218198,2.844868645,2.374600861,2.215678063
824,10.30622134,7.91104009,1.557096218,2.8065664,2.338166536,2.21076516
825,10.42735863,8.018339658,1.535914751,2.771061785,2.3204786,2.190632501
826,10.50430624,8.093989408,1.527354836,2.743838568,2.303644603,2.177260597
827,10.49707003,8.110892813,1.524539117,2.715656011,2.283097294,2.164240213
828,10.55375543,8.104287975,1.527114401,2.698200141,2.269955518,2.153714502
829,10.52763172,8.053688882,1.53271578,2.690630916,2.268747859,2.143778483
830,10.42481992,8.003016189,1.534417234,2.707032976,2.259074739,2.127140428
831,10.35664008,7.930597635,1.525065336,2.723806427,2.260981429,2.13531373
832,10.253064,7.862252808,1.511762136,2.749422568,2.285081455,2.139913428
833,10.2315957,7.789003672,1.500774406,2.776606789,2.304803156,2.146866528
834,10.12275277,7.739830283,1.490830249,2.825079902,2.320000779,2.143392344
835,10.07130739,7.693926642,1.478514255,2.877049484,2.328342991,2.154777234
836,10.15215361,7.660406147,1.474167929,2.929322436,2.342575257,2.166888577
837,10.24966443,7.628005151,1.476191597,2.976481489,2.367987731,2.152848461
838,10.2735065,7.622224408,1.471360062,3.036875226,2.386103983,2.135400361
839,10.3186805,7.619014178,1.461879655,3.101905706,2.407867689,2.134121844
840,10.41900402,7.63680574,1.448249122,3.168425733,2.449644105,2.128264769
841,10.45387958,7.694253786,1.43269079,3.235877704,2.495836495,2.123808455
842,10.6416994,7.77198231,1.417954899,3.31865173,2.541006573,2.118887125
843,10.83400966,7.865092277,1.406879555,3.417535389,2.579578662,2.112607776
844,11.01830097,7.987034176,1.408024648,3.529285622,2.63022189,2.112000797
845,11.21240207,8.152266797,1.408716964,3.65865188,2.693854026,2.103436515
846,11.47214607,8.347152403,1.418924785,3.811702325,2.772129929,2.098790517
847,11.72723775,8.569174588,1.421869018,3.961955614,2.857317607,2.085064846
848,12.17609478,8.824941929,1.428923107,4.140464775,2.946718742,2.073537074
849,12.54098031,9.107330586,1.423285084,4.315035754,3.021640404,2.071689738
850,12.93986925,9.412036215,1.41660665,4.460093178,3.108819513,2.058825267
851,13.36555903,9.766806995,1.411381793,4.580132169,3.185895858,2.062635491
852,13.841242,10.17633216,1.398008619,4.652251335,3.224183049,2.068281365
853,14.31173054,10.43249355,1.381547219,4.64463141,3.232530775,2.073813141
854,14.77790436,11.0066561,1.375369659,4.574892995,3.208616641,2.082742322
855,15.39591097,11.65517321,1.380441167,4.427301905,3.142940435,2.088397123
856,15.99859041,12.23983069,1.387642317,4.231320166,3.058209127,2.097516211
857,16.56471247,12.99668519,1.391579395,3.988669987,2.928169674,2.108969145
858,17.24552218,14.00605568,1.386282117,3.732151865,2.778791596,2.09688875
859,18.08088362,14.96608227,1.372780576,3.463786439,2.632488773,2.072890239
860,19.04622756,16.00306932,1.356041221,3.214942679,2.503954552,2.03987122
861,20.06276111,17.29517982,1.342029329,2.984952339,2.373069835,2.012426134
862,21.40275979,18.80963892,1.323794825,2.791567596,2.266589292,1.992616705
863,22.97778206,20.64249646,1.305788849,2.626029148,2.183332234,1.978299658
864,25.06402852,22.76487201,1.293150521,2.490469447,2.114055862,1.978973132
865,27.36992457,25.2167413,1.282804806,2.371590558,2.053193868,1.977795411
866,30.33830188,28.3762727,1.269384421,2.256623713,1.994061029,1.993625198
867,34.07496225,32.18397569,1.269193096,2.148198332,1.947688183,2.019095293
868,38.48045604,36.89086255,1.273512414,2.057655413,1.901483365,2.045938061
869,43.70690978,42.20288881,1.284191885,1.984151215,1.846155316,2.062187248
870,49.74036876,48.38667166,1.294143998,1.910901531,1.809015995,2.07069581
871,56.1208241,54.88081038,1.300654366,1.854349611,1.772723144,2.074098259
872,63.3888695,62.13544256,1.306840523,1.797108316,1.746908202,2.077919306
873,70.91714482,69.66839705,1.308921507,1.741644556,1.728912559,2.088671786
874,78.47659592,77.07359945,1.307897178,1.693322119,1.709026873,2.098230506
875,85.76226718,84.01011156,1.3038408,1.658207473,1.69627661,2.106614778
876,92.28284391,89.9345256,1.307707284,1.617355479,1.674169526,2.109904443
877,97.69399686,94.73109525,1.316568611,1.578865235,1.661518278,2.105440398
878,101.5685457,98.12566665,1.31625689,1.557943048,1.649763489,2.100373238
879,103.6475,99.68516057,1.313554488,1.549462519,1.642881073,2.090535446
880,104.3141733,99.50493226,1.300653644,1.538756469,1.643918732,2.097690601
881,103.2784561,97.97355035,1.286858702,1.531656634,1.637318875,2.099081035
882,100.9457246,95.18700982,1.258844809,1.521757913,1.627501458,2.101663507
883,97.48669069,91.368509,1.229841517,1.500821587,1.617380636,2.097891135
884,93.38721891,87.09034621,1.198539064,1.494874389,1.597885741,2.098610865
885,88.91211581,82.57907827,1.174365936,1.484372722,1.569504559,2.096145247
886,84.24297593,78.09319218,1.155347484,1.473091513,1.554719952,2.095047423
887,79.6712342,73.70053575,1.144337255,1.470268965,1.539674653,2.082738572
888,75.31356173,69.61465533,1.141275275,1.459525116,1.534246536,2.068269743
889,71.43289377,66.07046422,1.132779063,1.449671379,1.528326324,2.051734775
890,67.99635367,62.96904297,1.11086864,1.437304661,1.523763177,2.031702952
891,64.90284362,60.36829163,1.095463858,1.419034795,1.516913092,2.012372704
892,62.3662342,58.17686017,1.090574407,1.385866146,1.503627004,1.99875175
893,60.1858971,56.40714357,1.090564247,1.359121168,1.492733258,1.978498868
894,58.48442267,54.84124908,1.098876308,1.332286148,1.485838919,1.966671008
895,57.2044105,53.74217064,1.099625893,1.303037829,1.471780837,1.964499896
896,56.23521115,52.78152799,1.0989464,1.288318647,1.465782341,1.964303771
897,55.56253114,52.15633081,1.095756561,1.275060353,1.461046471,1.971529971
898,55.11359236,51.79566447,1.080513894,1.27140057,1.452209383,1.969447483
899,54.82908505,51.67632083,1.057828447,1.272206201,1.452822145,1.976968359
900,54.74615464,51.48171033,1.043271015,1.272277452,1.447775789,1.974225614
901,54.82523854,51.7194902,1.04555804,1.261290248,1.4337546,1.956588792
902,55.04471989,52.04373647,1.056362574,1.242073921,1.427632152,1.985759603
903,55.40690549,52.3834164,1.070169128,1.222195351,1.426250508,2.017756408
904,55.90085267,52.80463351,1.082586893,1.213784707,1.422559901,2.044169139
905,56.54979542,53.40180548,1.092573193,1.203588068,1.416276669,2.0609849
906,57.36051598,54.15272369,1.092692021,1.18954356,1.412651882,2.074109408
907,58.24141961,55.06033914,1.086125693,1.186774515,1.414456868,2.070829478
908,59.19297462,56.1006836,1.07341757,1.180425885,1.415966898,2.068260755
909,60.32205345,57.41807101,1.056425769,1.171520106,1.419327397,2.051030923
910,61.67117057,58.82382623,1.035598394,1.153429964,1.426076698,2.032788551
911,63.48827204,60.54357674,1.01543886,1.134061067,1.424653891,2.008032802
912,65.42374914,62.52718039,1.000896484,1.134961121,1.422034797,1.97138146
913,67.71499834,64.76831997,0.988689172,1.138043815,1.421387041,1.946296896
914,70.52604859,67.64348209,0.981468303,1.151891575,1.42005134,1.923083112
915,73.87280372,70.99433348,0.983494772,1.159825983,1.411829349,1.904305433
916,77.91250099,75.26964866,0.997482721,1.170938076,1.40225645,1.905938193
917,82.53644126,79.949564,1.016769923,1.185463164,1.395705955,1.901435607
918,87.85667537,85.43919626,1.03703643,1.18740819,1.396446704,1.914319997
919,94.44754088,92.1750997,1.051494397,1.189080707,1.399855932,1.939243459
920,101.650177,99.75323557,1.062684084,1.192516088,1.418505163,1.953221068
921,109.9464766,107.927746,1.068726254,1.195763164,1.42873384,1.975886487
922,119.0609797,117.33493,1.060509909,1.212140865,1.437310751,2.007332572
923,129.9542236,128.6723551,1.045020004,1.237241337,1.465371197,2.035086235
924,141.4927993,140.2992495,1.026524817,1.261423579,1.493626302,2.088654239
925,154.1626444,153.0551372,1.016409806,1.279903641,1.512682845,2.126118201
926,168.7865308,167.639002,1.020225488,1.29521705,1.535785947,2.175214597
927,184.2464513,183.1800559,1.038148692,1.311725939,1.562041374,2.235019073
928,202.1812247,201.0154222,1.065636774,1.336676811,1.608273459,2.270762659
929,221.3821546,220.1356265,1.093180213,1.368044058,1.650918732,2.320472198
930,242.2668849,241.3386421,1.119685997,1.405807678,1.71189305,2.373787187
931,266.9676172,267.0011813,1.156871468,1.453126924,1.781557655,2.458523512
932,293.5839988,294.4688835,1.19237636,1.506200936,1.864272948,2.568208079
933,324.7265002,326.9053485,1.245170775,1.581042257,1.9587294,2.707412786
934,358.6415932,361.7959989,1.303651476,1.671727665,2.074932239,2.879907594
935,396.3231082,401.2331999,1.378027213,1.782617673,2.203026599,3.043962606
936,441.2128005,447.492729,1.468854223,1.929888279,2.362144967,3.233479985
937,490.4472791,498.0479275,1.563223331,2.082457726,2.545192891,3.417136516
938,549.5810912,558.2245536,1.663826368,2.234334512,2.636817527,3.575060441
939,615.3595381,624.8040552,1.766730591,2.383839101,2.751600841,3.730476008
940,691.8177363,701.7186468,1.876056143,2.520469631,2.953080262,3.846574363
941,772.9400667,781.1258094,1.983995671,2.630751558,3.176244608,3.937663434
942,860.3083084,865.0448117,2.090629821,2.732506275,3.395183264,4.004152276
943,944.1252834,942.951887,2.16960557,2.811728169,3.61367028,4.052246545
944,1021.33,1010.896686,2.22751157,2.86472032,3.792396606,4.05795507
945,1076.06,1057.065761,2.245843018,2.895212462,3.94699519,4.064840284
946,1110.41,1082.732501,2.229131337,2.914296532,4.065609707,4.044667855
947,1123.55,1089.226395,2.187553165,2.908654065,4.161982636,4.006703378
948,1114.86,1075.674467,2.136439231,2.877241941,4.22241547,3.954878659
949,1092.32,1048.24768,2.075813935,2.820318944,4.236363514,3.891189816
950,1062.92,1017.536794,2.013164028,2.745927115,4.219240764,3.802836011
951,1018.97,975.4956888,1.945868765,2.660916623,4.172667974,3.702979434
952,974.5286836,930.8839334,1.879964102,2.563126118,4.106348729,3.604051644
953,926.5268382,885.3227831,1.817637323,2.466617833,4.024062741,3.502756768
954,878.1288298,836.4657819,1.753555785,2.365284555,3.919356035,3.380519699
955,829.6624674,791.0058243,1.695967185,2.268259962,3.801574659,3.259944257
956,780.2285137,743.1229622,1.643050162,2.164669608,3.684919412,3.170139186
957,731.4550691,696.2413669,1.599917833,2.060574111,3.562318959,3.070003982
958,687.6527337,653.6913509,1.558211843,1.983972459,3.434406552,2.985475152
959,643.6025309,612.1673473,1.502402164,1.907267121,3.323367399,2.909685413
960,601.9723457,571.8759777,1.444087409,1.829410697,3.208063211,2.827788129
961,562.4172575,533.6672198,1.376761374,1.758162066,3.088115663,2.746113895
962,526.8667068,500.2611669,1.313124669,1.69038702,2.963555684,2.662162998
963,492.6477196,467.5788874,1.25296688,1.627844122,2.85421961,2.58242038
964,460.4203778,437.0358074,1.199976956,1.564570412,2.756755294,2.502201563
965,430.1300866,407.6414177,1.15728609,1.52460988,2.654423029,2.435459454
966,403.2020293,382.168891,1.116681838,1.497101662,2.548736579,2.386144528
967,376.9969543,357.4394953,1.070269982,1.475569238,2.47328378,2.341243932
968,352.4284184,333.9620783,1.029350682,1.453184441,2.398740878,2.310765715
969,329.5603534,311.8774166,1.003742032,1.425103514,2.321824763,2.288999429
970,308.1408959,291.5883784,0.983419847,1.393880318,2.248846824,2.261705886
971,289.293568,273.6709482,0.97779716,1.355278407,2.174598173,2.24331036
972,270.8931657,256.3133417,0.982258652,1.32202673,2.114358014,2.241910259
973,253.5048621,239.6479235,0.9884038,1.280128452,2.053028451,2.240784414
974,237.2708563,223.9191719,0.979227614,1.261544007,1.998539189,2.214077344
975,222.1765249,209.4976468,0.96543531,1.237767094,1.947803526,2.189971486
976,207.9014637,195.9313273,0.946968895,1.199602644,1.904073089,2.165643019
977,194.7738087,183.3724964,0.918286568,1.17430379,1.850297133,2.146427926
978,183.1642349,172.2088878,0.888071952,1.148478629,1.795716907,2.127223961
979,171.7399388,161.3495622,0.855445741,1.132926674,1.753498877,2.105457031
980,161.074266,151.1439399,0.828871216,1.129844523,1.711513137,2.100019679
981,150.8496604,141.5596006,0.806408584,1.136171545,1.68019256,2.09512555
982,141.4353024,132.5815444,0.794132652,1.136990033,1.643241845,2.094852525
983,132.6585431,124.3616359,0.790610982,1.125500738,1.611323746,2.093160259
984,124.3497181,116.5503566,0.788370635,1.100355149,1.582466461,2.081803878
985,116.6989051,109.2567955,0.78646312,1.076541994,1.565875579,2.069686202
986,109.5054701,102.3040643,0.778579692,1.049908693,1.550774949,2.057949872
987,102.7396813,95.75280958,0.759811378,1.033081471,1.549712362,2.050593961
988,96.48304866,89.68124078,0.739688997,1.022296482,1.554969369,2.03231548
989,90.47913772,84.07627868,0.721519987,1.006777635,1.541745427,2.009047415
990,84.9665584,78.86156865,0.719246545,0.993013642,1.531089608,1.984223463
991,79.65428081,74.162071,0.72582335,1.000444204,1.517100591,1.949430082
992,74.89956222,69.62054552,0.740878576,0.999867397,1.496488419,1.911137648
993,70.3787158,65.38586112,0.763261402,0.991499526,1.481557368,1.890616963
994,66.06028104,61.40149068,0.789796749,0.99638766,1.474906224,1.865440214
995,61.9130774,57.37254231,0.813251634,1.004620603,1.467210376,1.840710952
996,58.22842129,53.92258045,0.830648872,1.006286422,1.446269645,1.817368778
997,54.89622806,50.70904813,0.834557148,1.007044417,1.424535605,1.801855231
998,51.62162835,47.63656754,0.826370333,0.999174176,1.386814978,1.77959266
999,48.60562666,44.66404289,0.813510062,0.981516639,1.367690629,1.770301986
1000,45.87181632,41.98609776,0.794773315,0.959425103,1.350122764,1.774684563
1001,43.29981533,39.64110031,0.784113826,0.945143358,1.324945623,1.782825197
1002,40.76116763,37.18412508,0.778475125,0.944160564,1.312344337,1.801410815
1003,38.5999709,35.0421487,0.777690671,0.962216672,1.307143084,1.81941284
1004,36.6884123,32.90645856,0.776153784,0.993398675,1.291026272,1.832124494
1005,34.89562811,31.09945294,0.767263117,1.007225232,1.259264572,1.848204501
1006,33.14500705,29.39793236,0.740432564,1.001009398,1.242959984,1.850957379
1007,31.40003048,27.82859835,0.704590483,0.997867902,1.227027338,1.845400855
1008,29.85306817,26.29175059,0.654650994,0.981602897,1.225899751,1.841181083
1009,28.41613955,23.78522051,0.603107999,0.978404557,1.219196819,1.846705947
1010,27.07128283,22.60964951,0.565090093,0.987763791,1.218556163,1.858760798
1011,25.72125828,21.49921285,0.54650617,0.997865147,1.225876463,1.871682065
1012,24.53631264,20.49266648,0.54762451,1.024934791,1.215920942,1.882986627
1013,23.41886158,19.54217049,0.569271246,1.058375863,1.206794906,1.880411995
1014,22.29365964,18.62331988,0.593983483,1.084666881,1.193047731,1.881150561
1015,21.34636579,17.78350836,0.610916391,1.111297226,1.169880538,1.88314152
1016,20.50639369,17.02151969,0.6236164,1.12635604,1.157492439,1.869552003
1017,19.82205367,16.25126686,0.623412494,1.130622308,1.159443657,1.856038777
1018,19.07922856,15.53684526,0.600863952,1.132807793,1.150406752,1.82895358
1019,18.27907657,14.84397937,0.577842362,1.137846803,1.15670671,1.80105031
1020,17.67218776,14.2118111,0.549279081,1.150516806,1.163555786,1.774721836
1021,17.08032868,13.64533841,0.52568471,1.165393419,1.158845432,1.755409069
1022,16.53383349,13.07945839,0.502820462,1.17164766,1.153157841,1.749693323
1023,15.88341412,12.55832902,0.492468871,1.176519174,1.143577065,1.754120478
