LED Item #,M415LP1,,,M415L4,,,M430L5,,,M450LP2,,,M455L4,,,M470L5,,,M490L4,,,M505L4,,,M530L4,,,MINTL5,,,M565L3,,,M590L4,,,M595L4,,,M617L3,,,M625L4,,,M660L4,,,M680L4,,,M700L4,,,M730L5,
Min Output Power (mW),1640,,,1310,,,529.2,,,2118.1,,,1150,,,809,,,205,,,400,,,370,,,650,,,880,,,230,,,820,,,600,,,700,,,940,,,180,,,80,,,540,
Scaling Constant,1.01E+02,,,8.09E+01,,,2.48E+01,,,9.19E+01,,,5.06E+01,,,2.63E+01,,,6.66E+00,,,9.67E+00,,,8.95E+00,,,4.83E+00,,,7.89E+00,,,1.17E+01,,,9.82E+00,,,3.25E+01,,,2.99E+01,,,3.68E+01,,,6.83E+00,,,3.30E+00,,,1.22E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,590.9939,8.26E-02,,591.44486,6.60E-02,,589.1985039,3.42E-02,,585.52,0.00E+00,,591.4,4.97E-02,,591.4,1.84E-02,,591.4448563,1.52E-02,,591.44486,3.61E-02,,591.44489,1.24E-01,,,,,590.9939028,5.69E+00,,591.4,6.95E+00,,591.4448853,7.41E+00,,525.32853,3.27E-04,,591.44489,4.87E-01,,590.9939,8.02E-02,,591.4448563,6.07E-03,,591.4448563,1.97E-03,,591.4,8.07E-03
,591.22283,-8.80E-03,,591.67343,-7.03E-03,,589.4251367,2.44E-02,,585.75,0.00E+00,,591.7,0.00E+00,,591.7,2.00E-02,,591.6734322,3.04E-03,,591.67343,2.03E-02,,591.67346,1.13E-01,,,,,591.2228288,5.66E+00,,591.7,7.12E+00,,591.6734619,7.45E+00,,525.44597,3.45E-04,,591.67346,4.64E-01,,591.22283,4.75E-02,,591.6734322,-6.24E-03,,591.6734322,-4.55E-03,,591.7,-3.03E-03
,591.45177,5.51E-02,,591.90202,4.40E-02,,589.6517793,2.33E-02,,585.97,0.00E+00,,591.9,3.00E-02,,591.9,3.30E-02,,591.9020196,1.08E-02,,591.90202,2.72E-02,,591.90204,1.17E-01,,,,,591.4517663,5.71E+00,,591.9,7.33E+00,,591.9020386,7.52E+00,,525.56342,3.37E-04,,591.90204,5.07E-01,,591.45177,8.50E-02,,591.9020196,3.26E-03,,591.9020196,-1.47E-04,,591.9,3.70E-03
,591.68072,-4.25E-02,,592.13062,-3.39E-02,,589.8784315,1.28E-02,,586.2,0.00E+00,,592.1,0.00E+00,,592.1,2.31E-02,,592.1306184,4.56E-03,,592.13062,1.93E-02,,592.13062,1.11E-01,,,,,591.6807154,5.63E+00,,592.1,7.49E+00,,592.1306152,7.56E+00,,525.68088,4.02E-04,,592.13062,4.95E-01,,591.68072,5.89E-02,,592.1306184,-4.80E-03,,592.1306184,-1.96E-03,,592.1,-5.45E-03
,591.90968,8.49E-02,,592.35923,6.78E-02,,590.1050935,1.90E-02,,586.42,0.00E+00,,592.4,4.72E-02,,592.4,4.65E-02,,592.3592288,9.19E-03,,592.35923,2.86E-02,,592.35925,1.15E-01,,,,,591.909676,5.62E+00,,592.4,7.66E+00,,592.3592529,7.65E+00,,525.79834,3.41E-04,,592.35925,5.43E-01,,591.90968,8.32E-02,,592.3592288,6.99E-04,,592.3592288,7.08E-04,,592.4,1.61E-03
,592.13865,-1.75E-02,,592.58785,-1.40E-02,,590.3317651,2.73E-02,,586.64,0.00E+00,,592.6,3.09E-03,,592.6,1.46E-02,,592.5878506,4.37E-03,,592.58785,1.85E-02,,592.58783,1.06E-01,,,,,592.1386483,5.58E+00,,592.6,7.82E+00,,592.5878296,7.71E+00,,525.9158,3.27E-04,,592.58783,5.28E-01,,592.13865,5.37E-02,,592.5878506,-5.59E-03,,592.5878506,-3.41E-03,,592.6,-5.04E-03
,592.36763,6.96E-02,,592.81648,5.56E-02,,590.5584465,3.79E-02,,586.87,0.00E+00,,592.8,3.07E-02,,592.8,4.55E-02,,592.8164839,1.02E-02,,592.81648,2.92E-02,,592.81647,1.11E-01,,,,,592.3676321,5.55E+00,,592.8,8.01E+00,,592.8164673,7.72E+00,,526.03326,2.83E-04,,592.81647,5.73E-01,,592.36763,8.58E-02,,592.8164839,2.84E-04,,592.8164839,1.37E-03,,592.8,5.52E-03
,592.59663,-1.98E-02,,593.04513,-1.58E-02,,590.7851376,3.17E-02,,587.09,0.00E+00,,593.0,5.24E-03,,593.0,2.08E-02,,593.0451287,4.18E-03,,593.04513,1.97E-02,,593.04511,1.04E-01,,,,,592.5966275,5.49E+00,,593.0,8.15E+00,,593.045105,7.75E+00,,526.15073,3.21E-04,,593.04511,5.60E-01,,592.59663,5.71E-02,,593.0451287,-3.93E-03,,593.0451287,-3.25E-03,,593.0,-3.33E-03
,592.82563,6.27E-02,,593.27378,5.01E-02,,591.0118383,2.26E-02,,587.32,0.00E+00,,593.3,2.70E-02,,593.3,5.56E-02,,593.2737849,1.09E-02,,593.27378,3.07E-02,,593.2738,1.08E-01,,,,,592.8256344,5.51E+00,,593.3,8.36E+00,,593.2738037,7.84E+00,,526.2682,3.33E-04,,593.2738,6.03E-01,,592.82563,9.94E-02,,593.2737849,2.31E-03,,593.2737849,1.48E-03,,593.3,5.13E-03
,593.05465,-5.33E-03,,593.50245,-4.26E-03,,591.2385488,2.08E-02,,587.54,0.00E+00,,593.5,0.00E+00,,593.5,1.75E-02,,593.5024526,3.67E-03,,593.50245,1.69E-02,,593.50244,9.95E-02,,,,,593.0546529,5.47E+00,,593.5,8.53E+00,,593.5024414,7.87E+00,,526.38568,3.45E-04,,593.50244,5.88E-01,,593.05465,5.01E-02,,593.5024526,-5.33E-03,,593.5024526,-4.07E-03,,593.5,-4.82E-03
,593.28368,6.33E-02,,593.73113,5.06E-02,,591.465269,3.37E-02,,587.76,0.00E+00,,593.7,2.60E-02,,593.7,2.99E-02,,593.7311318,9.17E-03,,593.73113,2.62E-02,,593.73114,1.03E-01,,,,,593.2836829,5.49E+00,,593.7,8.77E+00,,593.7311401,7.96E+00,,526.50315,3.11E-04,,593.73114,6.32E-01,,593.28368,9.68E-02,,593.7311318,-6.85E-05,,593.7311318,-1.09E-03,,593.7,5.59E-03
,593.51272,1.76E-03,,593.95982,1.40E-03,,591.6919988,2.10E-02,,587.99,0.00E+00,,594.0,0.00E+00,,594.0,4.09E-03,,593.9598224,5.44E-03,,593.95982,2.10E-02,,593.95984,9.95E-02,,,,,593.5127245,5.47E+00,,594.0,8.97E+00,,593.9598389,8.03E+00,,526.62064,3.23E-04,,593.95984,6.35E-01,,593.51272,6.96E-02,,593.9598224,-2.03E-03,,593.9598224,-1.82E-03,,594.0,-4.30E-03
,593.74178,7.51E-02,,594.18852,6.00E-02,,591.9187384,4.34E-02,,588.21,0.00E+00,,594.2,4.79E-02,,594.2,3.54E-02,,594.1885245,1.31E-02,,594.18852,2.78E-02,,594.18854,1.03E-01,,,,,593.7417776,5.47E+00,,594.2,9.19E+00,,594.1885376,8.15E+00,,526.73812,3.00E-04,,594.18854,6.87E-01,,593.74178,1.05E-01,,594.1885245,5.51E-04,,594.1885245,1.89E-04,,594.2,5.77E-03
,593.97084,-7.94E-03,,594.41724,-6.34E-03,,592.1454877,2.13E-02,,588.43,0.00E+00,,594.4,0.00E+00,,594.4,2.22E-02,,594.417238,3.78E-03,,594.41724,1.83E-02,,594.41724,9.48E-02,,,,,593.9708423,5.42E+00,,594.4,9.34E+00,,594.4172363,8.18E+00,,526.85561,3.24E-04,,594.41724,6.80E-01,,593.97084,6.92E-02,,594.417238,-4.01E-03,,594.417238,-3.17E-03,,594.4,-3.39E-03
,594.19992,9.59E-02,,594.64596,7.66E-02,,592.3722467,5.04E-02,,588.66,0.00E+00,,594.6,4.51E-02,,594.6,4.56E-02,,594.645963,9.96E-03,,594.64596,2.86E-02,,594.64594,9.98E-02,,,,,594.1999185,5.41E+00,,594.6,9.53E+00,,594.6459351,8.23E+00,,526.9731,3.27E-04,,594.64594,7.23E-01,,594.19992,1.12E-01,,594.645963,2.76E-04,,594.645963,1.95E-03,,594.6,7.32E-03
,594.42901,-1.96E-02,,594.8747,-1.57E-02,,592.5990153,1.30E-02,,588.88,0.00E+00,,594.9,0.00E+00,,594.9,4.40E-02,,594.8746994,5.02E-03,,594.8747,1.60E-02,,594.87469,9.27E-02,,,,,594.4290062,5.36E+00,,594.9,9.65E+00,,594.8746948,8.24E+00,,527.0906,3.69E-04,,594.87469,7.17E-01,,594.42901,9.79E-02,,594.8746994,-3.00E-03,,594.8746994,-2.13E-03,,594.9,-3.08E-03
,594.65811,6.80E-02,,595.10345,5.43E-02,,592.8257937,4.37E-02,,589.11,0.00E+00,,595.1,4.36E-02,,595.1,7.20E-02,,595.1034472,7.64E-03,,595.10345,2.37E-02,,595.10345,9.62E-02,,,,,594.6581054,5.35E+00,,595.1,9.81E+00,,595.1034546,8.24E+00,,527.2081,3.68E-04,,595.10345,7.61E-01,,594.65811,1.07E-01,,595.1034472,7.50E-05,,595.1034472,-8.08E-04,,595.1,2.16E-03
,594.88722,1.13E-02,,595.33221,8.99E-03,,593.0525818,1.92E-02,,589.33,0.00E+00,,595.3,0.00E+00,,595.3,2.85E-02,,595.3322065,5.60E-03,,595.33221,1.78E-02,,595.33221,8.92E-02,,,,,594.8872162,5.29E+00,,595.3,9.96E+00,,595.3322144,8.28E+00,,527.3256,3.29E-04,,595.33221,7.51E-01,,594.88722,8.39E-02,,595.3322065,-2.93E-03,,595.3322065,-3.64E-03,,595.3,-4.85E-03
,595.11634,5.82E-02,,595.56098,4.65E-02,,593.2793795,2.37E-02,,589.55,0.00E+00,,595.6,3.37E-02,,595.6,3.92E-02,,595.5609773,8.07E-03,,595.56098,2.37E-02,,595.56097,9.26E-02,,,,,595.1163385,5.28E+00,,595.6,1.01E+01,,595.5609741,8.36E+00,,527.4431,3.00E-04,,595.56097,7.99E-01,,595.11634,1.15E-01,,595.5609773,1.50E-03,,595.5609773,2.69E-04,,595.6,4.82E-03
,595.34547,1.03E-02,,595.78976,8.26E-03,,593.506187,1.83E-02,,589.78,0.00E+00,,595.8,0.00E+00,,595.8,1.49E-02,,595.7897594,3.62E-03,,595.78976,1.88E-02,,595.78973,8.69E-02,,,,,595.3454723,5.27E+00,,595.8,1.03E+01,,595.7897339,8.39E+00,,527.56061,3.33E-04,,595.78973,7.99E-01,,595.34547,8.80E-02,,595.7897594,-2.06E-03,,595.7897594,-1.98E-03,,595.8,-2.36E-03
,595.57462,6.14E-02,,596.01855,4.90E-02,,593.7330041,4.46E-02,,590,0.00E+00,,596.0,5.16E-02,,596.0,4.79E-02,,596.018553,1.20E-02,,596.01855,2.72E-02,,596.01855,9.11E-02,,,,,595.5746176,5.28E+00,,596.0,1.05E+01,,596.0185547,8.46E+00,,527.67813,3.65E-04,,596.01855,8.45E-01,,595.57462,1.17E-01,,596.018553,1.50E-03,,596.018553,1.57E-03,,596.0,7.82E-03
,595.80377,-2.55E-02,,596.24736,-2.04E-02,,593.9598309,2.46E-02,,590.23,0.00E+00,,596.2,0.00E+00,,596.2,2.53E-02,,596.247358,4.21E-03,,596.24736,1.53E-02,,596.24738,8.29E-02,,,,,595.8037744,5.25E+00,,596.2,1.07E+01,,596.2473755,8.49E+00,,527.79564,3.69E-04,,596.24738,8.48E-01,,595.80377,8.83E-02,,596.247358,-6.22E-03,,596.247358,-2.75E-03,,596.2,-3.06E-03
,596.03294,6.09E-02,,596.47617,4.87E-02,,594.1866675,3.97E-02,,590.45,0.00E+00,,596.5,4.42E-02,,596.5,5.93E-02,,596.4761744,8.64E-03,,596.47617,2.36E-02,,596.4762,8.91E-02,,,,,596.0329427,5.26E+00,,596.5,1.09E+01,,596.4761963,8.54E+00,,527.91316,3.23E-04,,596.4762,9.03E-01,,596.03294,1.28E-01,,596.4761744,1.16E-03,,596.4761744,1.05E-03,,596.5,5.84E-03
,596.26212,-3.05E-03,,596.705,-2.44E-03,,594.4135137,1.08E-02,,590.67,0.00E+00,,596.7,6.30E-04,,596.7,6.96E-03,,596.7050023,6.43E-03,,596.705,1.77E-02,,596.70502,8.18E-02,,,,,596.2621226,5.24E+00,,596.7,1.10E+01,,596.7050171,8.58E+00,,528.03068,3.15E-04,,596.70502,8.97E-01,,596.26212,9.53E-02,,596.7050023,-2.83E-03,,596.7050023,-8.83E-04,,596.7,1.24E-03
,596.49131,7.95E-02,,596.93384,6.35E-02,,594.6403696,1.80E-02,,590.9,0.00E+00,,596.9,4.06E-02,,596.9,5.23E-02,,596.9338416,1.06E-02,,596.93384,2.25E-02,,596.93384,8.58E-02,,,,,596.4913139,5.24E+00,,596.9,1.11E+01,,596.9338379,8.63E+00,,528.14821,3.21E-04,,596.93384,9.50E-01,,596.49131,1.27E-01,,596.9338416,2.89E-03,,596.9338416,7.21E-04,,596.9,4.83E-03
,596.72052,-2.02E-02,,597.16269,-1.61E-02,,594.8672352,1.08E-02,,591.12,0.00E+00,,597.2,4.78E-03,,597.2,4.25E-02,,597.1626922,2.28E-03,,597.16269,1.47E-02,,597.16272,7.84E-02,,,,,596.7205167,5.20E+00,,597.2,1.12E+01,,597.1627197,8.71E+00,,528.26574,3.42E-04,,597.16272,9.47E-01,,596.72052,1.08E-01,,597.1626922,-3.89E-03,,597.1626922,-2.35E-03,,597.2,-6.40E-03
,596.94973,7.01E-02,,597.39155,5.60E-02,,595.0941105,3.45E-02,,591.35,0.00E+00,,597.4,3.94E-02,,597.4,3.45E-02,,597.3915543,9.05E-03,,597.39155,2.35E-02,,597.39154,8.36E-02,,,,,596.949731,5.18E+00,,597.4,1.13E+01,,597.3915405,8.75E+00,,528.38327,3.07E-04,,597.39154,1.00E+00,,596.94973,1.38E-01,,597.3915543,1.80E-03,,597.3915543,9.34E-04,,597.4,5.02E-03
,597.17896,-1.43E-02,,597.62043,-1.14E-02,,595.3209955,2.50E-03,,591.57,0.00E+00,,597.6,5.22E-03,,597.6,3.61E-02,,597.6204278,3.52E-03,,597.62043,1.41E-02,,597.62042,7.61E-02,,,,,597.1789567,5.16E+00,,597.6,1.14E+01,,597.6204224,8.77E+00,,528.50081,3.16E-04,,597.62042,1.01E+00,,597.17896,1.04E-01,,597.6204278,-3.96E-03,,597.6204278,-2.11E-03,,597.6,-2.93E-03
,597.40819,9.43E-02,,597.84931,7.53E-02,,595.5478901,3.67E-02,,591.79,0.00E+00,,597.8,3.18E-02,,597.8,7.20E-02,,597.8493127,8.50E-03,,597.84931,2.04E-02,,597.8493,8.21E-02,,,,,597.408194,5.13E+00,,597.8,1.14E+01,,597.8493042,8.82E+00,,528.61835,3.33E-04,,597.8493,1.06E+00,,597.40819,1.49E-01,,597.8493127,1.60E-04,,597.8493127,-7.37E-04,,597.8,6.17E-03
,597.63744,-3.19E-02,,598.07821,-2.55E-02,,595.7747945,1.26E-02,,592.02,0.00E+00,,598.1,0.00E+00,,598.1,2.36E-02,,598.078209,3.38E-03,,598.07821,1.30E-02,,598.07819,7.41E-02,,,,,597.6374427,5.14E+00,,598.1,1.15E+01,,598.078186,8.87E+00,,528.73589,3.81E-04,,598.07819,1.06E+00,,597.63744,1.22E-01,,598.078209,-5.17E-03,,598.078209,-2.68E-03,,598.1,-5.46E-03
,597.8667,7.11E-02,,598.30712,5.68E-02,,596.0017085,3.55E-02,,592.24,0.00E+00,,598.3,3.75E-02,,598.3,3.27E-02,,598.3071167,1.03E-02,,598.30712,2.41E-02,,598.30713,8.02E-02,,,,,597.8667029,5.14E+00,,598.3,1.15E+01,,598.3071289,8.90E+00,,528.85344,3.62E-04,,598.30713,1.12E+00,,597.8667,1.42E-01,,598.3071167,2.99E-03,,598.3071167,1.44E-03,,598.3,1.09E-02
,598.09597,-8.81E-03,,598.53604,-7.03E-03,,596.2286323,1.74E-02,,592.47,0.00E+00,,598.5,7.48E-03,,598.5,2.21E-02,,598.5360358,4.81E-03,,598.53604,1.40E-02,,598.53601,7.31E-02,,,,,598.0959746,5.12E+00,,598.5,1.16E+01,,598.5360107,8.94E+00,,528.97099,3.46E-04,,598.53601,1.13E+00,,598.09597,1.24E-01,,598.5360358,-5.57E-03,,598.5360358,-2.62E-03,,598.5,-4.38E-03
,598.32526,7.68E-02,,598.76497,6.14E-02,,596.4555657,2.28E-02,,592.69,0.00E+00,,598.8,3.86E-02,,598.8,3.42E-02,,598.7649663,1.02E-02,,598.76497,2.16E-02,,598.76495,7.65E-02,,,,,598.3252577,5.12E+00,,598.8,1.16E+01,,598.7649536,9.00E+00,,529.08854,3.26E-04,,598.76495,1.18E+00,,598.32526,1.50E-01,,598.7649663,3.06E-03,,598.7649663,9.89E-04,,598.8,5.43E-03
,598.55455,1.65E-03,,598.99391,1.31E-03,,596.6825087,1.76E-02,,592.91,0.00E+00,,599.0,0.00E+00,,599.0,6.43E-03,,598.9939082,6.43E-03,,598.99391,1.67E-02,,598.9939,7.18E-02,,,,,598.5545523,5.08E+00,,599.0,1.16E+01,,598.9938965,9.04E+00,,529.2061,3.23E-04,,598.9939,1.19E+00,,598.55455,1.34E-01,,598.9939082,-2.76E-03,,598.9939082,-1.42E-03,,599.0,-1.51E-03
,598.78386,5.25E-02,,599.22286,4.19E-02,,596.9094615,3.20E-02,,593.14,0.00E+00,,599.2,4.72E-02,,599.2,2.40E-02,,599.2228614,9.92E-03,,599.22286,2.07E-02,,599.22284,7.44E-02,,,,,598.7838583,5.10E+00,,599.2,1.15E+01,,599.2228394,9.09E+00,,529.32366,2.96E-04,,599.22284,1.25E+00,,598.78386,1.71E-01,,599.2228614,-1.71E-04,,599.2228614,1.46E-04,,599.2,3.57E-03
,599.01318,1.81E-02,,599.45183,1.44E-02,,597.136424,7.46E-03,,593.36,0.00E+00,,599.5,2.40E-03,,599.5,-6.50E-03,,599.4518261,5.36E-03,,599.45183,1.35E-02,,599.45184,7.07E-02,,,,,599.0131758,5.06E+00,,599.5,1.15E+01,,599.4518433,9.08E+00,,529.44123,3.21E-04,,599.45184,1.26E+00,,599.01318,1.51E-01,,599.4518261,-3.80E-03,,599.4518261,-3.95E-03,,599.5,-2.52E-03
,599.2425,4.71E-02,,599.6808,3.76E-02,,597.3633961,3.87E-02,,593.59,0.00E+00,,599.7,4.83E-02,,599.7,5.34E-02,,599.6808021,7.63E-03,,599.6808,1.93E-02,,599.68079,7.26E-02,,,,,599.2425047,5.05E+00,,599.7,1.14E+01,,599.6807861,9.13E+00,,529.55879,2.95E-04,,599.68079,1.32E+00,,599.2425,1.74E-01,,599.6808021,7.47E-04,,599.6808021,-8.51E-04,,599.7,6.33E-03
,599.47185,-4.08E-02,,599.90979,-3.26E-02,,597.5903779,2.17E-02,,593.81,0.00E+00,,599.9,0.00E+00,,599.9,4.10E-02,,599.9097895,1.80E-03,,599.90979,8.91E-03,,599.90979,6.52E-02,,,,,599.4718451,5.00E+00,,599.9,1.12E+01,,599.90979,9.23E+00,,529.67636,3.15E-04,,599.90979,1.32E+00,,599.47185,1.42E-01,,599.9097895,-5.22E-03,,599.9097895,-4.22E-03,,599.9,-7.50E-03
,599.7012,6.30E-02,,600.13879,5.03E-02,,597.8173694,3.05E-02,,594.03,0.00E+00,,600.1,4.25E-02,,600.1,6.11E-02,,600.1387882,8.38E-03,,600.13879,2.03E-02,,600.13879,6.84E-02,,,,,599.7011969,5.01E+00,,600.1,1.11E+01,,600.1387939,9.23E+00,,529.79394,3.01E-04,,600.13879,1.38E+00,,599.7012,1.89E-01,,600.1387882,1.05E-03,,600.1387882,-5.10E-04,,600.1,2.38E-03
,599.93056,-1.82E-02,,600.3678,-1.45E-02,,598.0443706,2.27E-02,,594.26,0.00E+00,,600.4,7.13E-03,,600.4,1.83E-02,,600.3677984,3.07E-03,,600.3678,1.02E-02,,600.3678,6.50E-02,,,,,599.9305601,4.98E+00,,600.4,1.09E+01,,600.3677979,9.25E+00,,529.91151,2.97E-04,,600.3678,1.39E+00,,599.93056,1.58E-01,,600.3677984,-4.93E-03,,600.3677984,-2.64E-03,,600.4,-3.72E-03
,600.15993,3.02E-02,,600.59682,2.41E-02,,598.2713814,2.35E-02,,594.48,0.00E+00,,600.6,3.21E-02,,600.6,4.12E-02,,600.5968199,8.63E-03,,600.59682,1.92E-02,,600.5968,6.81E-02,,,,,600.1599348,4.95E+00,,600.6,1.08E+01,,600.5968018,9.30E+00,,530.0291,2.94E-04,,600.5968,1.46E+00,,600.15993,1.88E-01,,600.5968199,6.36E-04,,600.5968199,-9.53E-04,,600.6,6.02E-03
,600.38932,-3.29E-02,,600.82585,-2.63E-02,,598.498402,1.09E-02,,594.71,0.00E+00,,600.8,0.00E+00,,600.8,3.88E-02,,600.8258527,6.17E-03,,600.82585,1.46E-02,,600.82587,6.22E-02,,,,,600.3893209,4.96E+00,,600.8,1.06E+01,,600.8258667,9.31E+00,,530.14668,2.99E-04,,600.82587,1.48E+00,,600.38932,1.59E-01,,600.8258527,-3.07E-03,,600.8258527,-3.61E-03,,600.8,-5.82E-03
,600.61872,7.94E-02,,601.0549,6.35E-02,,598.7254322,2.23E-02,,594.93,0.00E+00,,601.1,2.79E-02,,601.1,4.50E-02,,601.054897,1.13E-02,,601.0549,2.20E-02,,601.05487,6.85E-02,,,,,600.6187184,4.95E+00,,601.1,1.04E+01,,601.0548706,9.33E+00,,530.26427,3.03E-04,,601.05487,1.55E+00,,600.61872,1.96E-01,,601.054897,2.49E-03,,601.054897,8.32E-04,,601.1,6.40E-03
,600.84813,3.23E-02,,601.28395,2.58E-02,,598.9524721,1.28E-02,,595.15,0.00E+00,,601.3,0.00E+00,,601.3,2.54E-02,,601.2839525,3.71E-03,,601.28395,1.25E-02,,601.28394,6.26E-02,,,,,600.8481274,4.93E+00,,601.3,1.02E+01,,601.2839355,9.37E+00,,530.38186,3.27E-04,,601.28394,1.56E+00,,600.84813,1.82E-01,,601.2839525,-3.26E-03,,601.2839525,-3.05E-03,,601.3,-4.81E-03
,601.07755,6.70E-02,,601.51302,5.35E-02,,599.1795216,3.42E-02,,595.38,0.00E+00,,601.5,3.98E-02,,601.5,4.22E-02,,601.5130195,1.04E-02,,601.51302,2.06E-02,,601.513,6.62E-02,,,,,601.0775477,4.91E+00,,601.5,1.01E+01,,601.5130005,9.42E+00,,530.49945,3.63E-04,,601.513,1.63E+00,,601.07755,2.02E-01,,601.5130195,3.60E-03,,601.5130195,5.91E-04,,601.5,4.94E-03
,601.30698,-2.85E-03,,601.7421,-2.28E-03,,599.4065809,1.85E-02,,595.6,0.00E+00,,601.7,6.14E-03,,601.7,2.57E-02,,601.7420977,4.15E-03,,601.7421,1.23E-02,,601.74213,6.12E-02,,,,,601.3069795,4.90E+00,,601.7,9.82E+00,,601.7421265,9.46E+00,,530.61705,3.91E-04,,601.74213,1.64E+00,,601.30698,1.90E-01,,601.7420977,-1.96E-03,,601.7420977,-2.77E-03,,601.7,-1.83E-03
,601.53642,7.78E-02,,601.97119,6.21E-02,,599.6336498,4.17E-02,,595.83,0.00E+00,,602.0,3.12E-02,,602.0,4.03E-02,,601.9711874,7.88E-03,,601.97119,1.97E-02,,601.97119,6.29E-02,,,,,601.5364227,4.88E+00,,602.0,9.61E+00,,601.9711914,9.47E+00,,530.73465,3.84E-04,,601.97119,1.71E+00,,601.53642,2.18E-01,,601.9711874,1.88E-03,,601.9711874,5.50E-04,,602.0,6.72E-03
,601.76588,-1.71E-02,,602.20029,-1.37E-02,,599.8607283,2.06E-02,,596.05,0.00E+00,,602.2,0.00E+00,,602.2,-6.62E-03,,602.2002883,3.25E-03,,602.20029,1.59E-02,,602.20032,5.79E-02,,,,,601.7658772,4.86E+00,,602.2,9.36E+00,,602.2003174,9.49E+00,,530.85226,3.41E-04,,602.20032,1.74E+00,,601.76588,1.94E-01,,602.2002883,-3.27E-03,,602.2002883,-2.47E-03,,602.2,-4.73E-03
,601.99534,5.57E-02,,602.4294,4.45E-02,,600.0878166,2.19E-02,,596.28,0.00E+00,,602.4,4.15E-02,,602.4,4.93E-02,,602.4294007,7.27E-03,,602.4294,1.60E-02,,602.42938,6.12E-02,,,,,601.9953432,4.84E+00,,602.4,9.10E+00,,602.4293823,9.53E+00,,530.96986,3.09E-04,,602.42938,1.81E+00,,601.99534,2.25E-01,,602.4294007,-1.35E-03,,602.4294007,-8.37E-04,,602.4,4.34E-03
,602.22482,5.44E-05,,602.65852,4.34E-05,,600.3149145,1.34E-02,,596.5,0.00E+00,,602.7,0.00E+00,,602.7,-6.47E-03,,602.6585243,6.07E-04,,602.65852,1.22E-02,,602.65851,5.49E-02,,,,,602.2248206,4.80E+00,,602.7,8.83E+00,,602.6585083,9.58E+00,,531.08747,3.10E-04,,602.65851,1.81E+00,,602.22482,2.03E-01,,602.6585243,-6.07E-03,,602.6585243,-3.30E-03,,602.7,-4.89E-03
,602.45431,4.68E-02,,602.88766,3.74E-02,,600.5420221,2.24E-02,,596.72,0.00E+00,,602.9,4.41E-02,,602.9,1.88E-02,,602.8876593,4.69E-03,,602.88766,1.63E-02,,602.88763,5.91E-02,,,,,602.4543093,4.81E+00,,602.9,8.63E+00,,602.8876343,9.62E+00,,531.20509,2.84E-04,,602.88763,1.89E+00,,602.45431,2.24E-01,,602.8876593,-1.72E-04,,602.8876593,-1.03E-03,,602.9,4.39E-03
,602.68381,-8.39E-03,,603.11681,-6.70E-03,,600.7691393,4.77E-03,,596.95,0.00E+00,,603.1,2.56E-03,,603.1,1.35E-02,,603.1168056,2.63E-03,,603.11681,1.10E-02,,603.11682,5.48E-02,,,,,602.6838095,4.78E+00,,603.1,8.36E+00,,603.1168213,9.61E+00,,531.32271,3.05E-04,,603.11682,1.92E+00,,602.68381,2.14E-01,,603.1168056,-2.78E-03,,603.1168056,-1.66E-03,,603.1,-3.50E-03
,602.91332,5.68E-02,,603.34596,4.54E-02,,600.9962663,2.75E-02,,597.17,0.00E+00,,603.3,3.30E-02,,603.3,2.39E-02,,603.3459633,6.97E-03,,603.34596,1.70E-02,,603.34595,5.90E-02,,,,,602.913321,4.74E+00,,603.3,8.09E+00,,603.3459473,9.60E+00,,531.44033,3.15E-04,,603.34595,1.98E+00,,602.91332,2.37E-01,,603.3459633,-1.32E-03,,603.3459633,-9.78E-04,,603.3,4.17E-03
,603.14284,-6.14E-03,,603.57513,-4.90E-03,,601.2234029,2.90E-02,,597.4,0.00E+00,,603.6,3.94E-03,,603.6,4.76E-02,,603.5751322,5.65E-03,,603.57513,1.17E-02,,603.57513,5.33E-02,,,,,603.1428439,4.71E+00,,603.6,7.86E+00,,603.5751343,9.63E+00,,531.55795,3.46E-04,,603.57513,2.01E+00,,603.14284,2.26E-01,,603.5751322,-2.59E-03,,603.5751322,-3.19E-03,,603.6,-2.47E-03
