LED Item #,M365L3,,,M365L3,,,M365LP1,,,M375L4,,,M385L2,,,M385L3,,,M385LP1,,,M395L4,,,M395L5,,,M395LP1,,,M405L4,,,M405LP1,
Min Output Power (mW),880,,,880,,,1350,,,1270,,,270,,,1240,,,1650,,,400,,,1130,,,1420,,,1000,,,1200,
Scaling Constant,7.31E+01,,,7.31E+01,,,1.01E+02,,,1.61E+02,,,2.15E+01,,,9.84E+01,,,1.23E+02,,,2.42E+01,,,7.15E+01,,,8.98E+01,,,6.24E+01,,,7.33E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,2.15E+02,-6.93E-02,,2.15E+02,-6.93E-02,,214.7309465,-9.55E-02,,186.15198,0.00E+00,,327.39949,6.71E-03,,214.88036,-3.97E-02,,214.7309465,0.00E+00,,214.73095,0.00E+00,,214.8803558,-2.33E-03,,214.8803558,-2.93E-03,,207.9121094,0.00E+00,,214.7309465,0.00E+00
,2.15E+02,4.49E-02,,2.15E+02,4.49E-02,,214.933765,4.07E-02,,186.22161,0.00E+00,,327.51359,3.36E-03,,215.08432,-6.86E-03,,214.933765,0.00E+00,,214.93376,0.00E+00,,215.0843201,7.62E-02,,215.0843201,9.57E-02,,208.1179199,0.00E+00,,214.933765,0.00E+00
,2.15E+02,3.57E-02,,2.15E+02,3.57E-02,,215.136602,-1.22E-01,,186.29126,0.00E+00,,327.62767,0.00E+00,,215.28828,-3.43E-03,,215.136602,0.00E+00,,215.1366,0.00E+00,,215.2882843,-1.01E-02,,215.2882843,-1.27E-02,,208.323761,0.00E+00,,215.136602,0.00E+00
,2.15E+02,6.22E-02,,2.15E+02,6.22E-02,,215.3394574,3.77E-04,,186.36091,0.00E+00,,327.74176,1.08E-02,,215.49228,1.88E-02,,215.3394574,0.00E+00,,215.33946,0.00E+00,,215.4922791,5.45E-03,,215.4922791,6.85E-03,,208.5296021,0.00E+00,,215.3394574,0.00E+00
,2.16E+02,-5.43E-02,,2.16E+02,-5.43E-02,,215.5423314,-2.45E-02,,186.43056,0.00E+00,,327.85584,1.42E-02,,215.69627,-2.73E-02,,215.5423314,0.00E+00,,215.54233,0.00E+00,,215.6962738,-1.36E-02,,215.6962738,-1.71E-02,,208.7354584,0.00E+00,,215.5423314,0.00E+00
,2.16E+02,6.00E-02,,2.16E+02,6.00E-02,,215.7452239,4.34E-03,,186.50022,0.00E+00,,327.96992,0.00E+00,,215.90030,1.74E-03,,215.7452239,0.00E+00,,215.74522,0.00E+00,,215.9002991,5.64E-02,,215.9002991,7.08E-02,,208.9413452,0.00E+00,,215.7452239,0.00E+00
,2.16E+02,-5.29E-03,,2.16E+02,-5.29E-03,,215.9481349,-4.68E-02,,186.56988,0.00E+00,,328.08399,7.83E-03,,216.10434,2.86E-02,,215.9481349,0.00E+00,,215.94813,0.00E+00,,216.1043396,3.73E-02,,216.1043396,4.68E-02,,209.1472321,0.00E+00,,215.9481349,0.00E+00
,2.16E+02,1.70E-02,,2.16E+02,1.70E-02,,216.1510644,7.47E-03,,186.63955,0.00E+00,,328.19807,1.53E-02,,216.30840,7.35E-02,,216.1510644,0.00E+00,,216.15106,0.00E+00,,216.3083954,2.97E-03,,216.3083954,3.74E-03,,209.3531342,0.00E+00,,216.1510644,0.00E+00
,2.17E+02,2.27E-02,,2.17E+02,2.27E-02,,216.3540123,7.52E-03,,186.70923,0.00E+00,,328.31213,1.16E-02,,216.51247,-2.01E-02,,216.3540123,0.00E+00,,216.35401,0.00E+00,,216.5124664,-4.23E-02,,216.5124664,-5.31E-02,,209.5590515,0.00E+00,,216.3540123,0.00E+00
,2.17E+02,1.96E-02,,2.17E+02,1.96E-02,,216.5569788,1.93E-02,,186.77891,0.00E+00,,328.4262,0.00E+00,,216.71655,6.33E-03,,216.5569788,0.00E+00,,216.55698,0.00E+00,,216.7165527,6.87E-02,,216.7165527,8.64E-02,,209.7649841,0.00E+00,,216.5569788,0.00E+00
,2.17E+02,4.14E-03,,2.17E+02,4.14E-03,,216.7599637,-6.93E-02,,186.84859,0.00E+00,,328.54026,0.00E+00,,216.92065,-2.50E-02,,216.7599637,0.00E+00,,216.75996,0.00E+00,,216.9206543,-1.44E-02,,216.9206543,-1.80E-02,,209.970932,0.00E+00,,216.7599637,0.00E+00
,2.17E+02,1.12E-01,,2.17E+02,1.12E-01,,216.9629671,2.78E-02,,186.91828,0.00E+00,,328.65432,0.00E+00,,217.12479,-7.93E-03,,216.9629671,0.00E+00,,216.96297,0.00E+00,,217.1247864,3.66E-02,,217.1247864,4.60E-02,,210.1768799,0.00E+00,,216.9629671,0.00E+00
,2.17E+02,-4.57E-02,,2.17E+02,-4.57E-02,,217.1659889,2.96E-03,,186.98798,0.00E+00,,328.76837,2.19E-02,,217.32892,2.84E-02,,217.1659889,0.00E+00,,217.16599,0.00E+00,,217.3289185,-2.28E-02,,217.3289185,-2.87E-02,,210.3828583,0.00E+00,,217.1659889,0.00E+00
,2.18E+02,5.87E-02,,2.18E+02,5.87E-02,,217.3690292,8.25E-02,,187.05768,0.00E+00,,328.88242,1.12E-03,,217.53308,5.24E-02,,217.3690292,0.00E+00,,217.36903,0.00E+00,,217.5330811,2.60E-02,,217.5330811,3.26E-02,,210.5888519,0.00E+00,,217.3690292,0.00E+00
,2.18E+02,2.41E-02,,2.18E+02,2.41E-02,,217.572088,-8.12E-02,,187.12738,0.00E+00,,328.99647,1.01E-02,,217.73724,-2.82E-02,,217.572088,0.00E+00,,217.57209,0.00E+00,,217.7372437,2.21E-02,,217.7372437,2.77E-02,,210.7948456,0.00E+00,,217.572088,0.00E+00
,2.18E+02,6.77E-02,,2.18E+02,6.77E-02,,217.7751653,8.95E-02,,187.19709,0.00E+00,,329.11052,0.00E+00,,217.94144,-2.30E-02,,217.7751653,0.00E+00,,217.77517,0.00E+00,,217.9414368,8.04E-02,,217.9414368,1.01E-01,,211.0008698,0.00E+00,,217.7751653,0.00E+00
,2.18E+02,1.72E-02,,2.18E+02,1.72E-02,,217.978261,-8.41E-02,,187.26681,0.00E+00,,329.22456,3.73E-03,,218.14565,2.24E-03,,217.978261,0.00E+00,,217.97826,0.00E+00,,218.1456451,2.77E-02,,218.1456451,3.48E-02,,211.2068939,0.00E+00,,217.978261,0.00E+00
,2.18E+02,3.35E-04,,2.18E+02,3.35E-04,,218.1813751,1.92E-02,,187.33653,0.00E+00,,329.3386,0.00E+00,,218.34987,2.67E-02,,218.1813751,0.00E+00,,218.18138,0.00E+00,,218.3498688,2.63E-02,,218.3498688,3.31E-02,,211.4129333,0.00E+00,,218.1813751,0.00E+00
,2.19E+02,1.10E-02,,2.19E+02,1.10E-02,,218.3845077,-1.10E-01,,187.40625,0.00E+00,,329.45263,0.00E+00,,218.55411,-1.01E-01,,218.3845077,0.00E+00,,218.38451,0.00E+00,,218.5541077,1.92E-03,,218.5541077,2.41E-03,,211.618988,0.00E+00,,218.3845077,0.00E+00
,2.19E+02,4.79E-02,,2.19E+02,4.79E-02,,218.5876587,2.11E-02,,187.47598,0.00E+00,,329.56666,0.00E+00,,218.75836,6.99E-02,,218.5876587,0.00E+00,,218.58766,0.00E+00,,218.7583618,2.95E-02,,218.7583618,3.71E-02,,211.825058,0.00E+00,,218.5876587,0.00E+00
,2.19E+02,-6.32E-03,,2.19E+02,-6.32E-03,,218.7908282,-4.71E-02,,187.54572,0.00E+00,,329.68069,7.83E-03,,218.96265,-3.24E-02,,218.7908282,0.00E+00,,218.79083,0.00E+00,,218.9626465,-8.34E-03,,218.9626465,-1.05E-02,,212.0311432,0.00E+00,,218.7908282,0.00E+00
,2.19E+02,1.12E-01,,2.19E+02,1.12E-01,,218.9940161,2.51E-02,,187.61546,0.00E+00,,329.79471,0.00E+00,,219.16693,2.15E-02,,218.9940161,0.00E+00,,218.99402,0.00E+00,,219.1669312,8.04E-02,,219.1669312,1.01E-01,,212.2372437,0.00E+00,,218.9940161,0.00E+00
,2.19E+02,1.86E-02,,2.19E+02,1.86E-02,,219.1972224,-1.53E-01,,187.68521,0.00E+00,,329.90873,1.64E-02,,219.37125,-5.20E-02,,219.1972224,0.00E+00,,219.19722,0.00E+00,,219.3712463,-6.24E-02,,219.3712463,-7.85E-02,,212.4433594,0.00E+00,,219.1972224,0.00E+00
,2.20E+02,5.60E-02,,2.20E+02,5.60E-02,,219.4004472,7.48E-02,,187.75496,0.00E+00,,330.02275,0.00E+00,,219.57556,5.02E-02,,219.4004472,0.00E+00,,219.40045,0.00E+00,,219.5755615,5.57E-02,,219.5755615,6.99E-02,,212.6494904,0.00E+00,,219.4004472,0.00E+00
,2.20E+02,-2.78E-02,,2.20E+02,-2.78E-02,,219.6036904,-7.23E-02,,187.82472,0.00E+00,,330.13677,1.86E-02,,219.77991,-1.13E-02,,219.6036904,0.00E+00,,219.60369,0.00E+00,,219.7799072,-2.35E-02,,219.7799072,-2.96E-02,,212.8556366,0.00E+00,,219.6036904,0.00E+00
,2.20E+02,6.03E-02,,2.20E+02,6.03E-02,,219.8069519,1.10E-02,,187.89448,0.00E+00,,330.25078,1.53E-02,,219.98427,-2.52E-02,,219.8069519,0.00E+00,,219.80695,0.00E+00,,219.9842682,3.41E-02,,219.9842682,4.28E-02,,213.0617828,0.00E+00,,219.8069519,0.00E+00
,2.20E+02,1.10E-02,,2.20E+02,1.10E-02,,220.010232,3.01E-03,,187.96424,0.00E+00,,330.36479,6.34E-03,,220.18864,-5.63E-02,,220.010232,0.00E+00,,220.01023,0.00E+00,,220.1886444,2.27E-03,,220.1886444,2.85E-03,,213.2679596,0.00E+00,,220.010232,0.00E+00
,2.20E+02,2.55E-02,,2.20E+02,2.55E-02,,220.2135304,1.59E-02,,188.03401,0.00E+00,,330.47879,2.62E-03,,220.39304,5.94E-02,,220.2135304,0.00E+00,,220.21353,0.00E+00,,220.3930359,2.31E-02,,220.3930359,2.91E-02,,213.4741364,0.00E+00,,220.2135304,0.00E+00
,2.21E+02,2.05E-02,,2.21E+02,2.05E-02,,220.4168472,-8.12E-02,,188.10379,0.00E+00,,330.59279,5.96E-03,,220.59744,2.93E-02,,220.4168472,0.00E+00,,220.41685,0.00E+00,,220.5974426,-1.08E-02,,220.5974426,-1.36E-02,,213.6803284,0.00E+00,,220.4168472,0.00E+00
,2.21E+02,5.50E-02,,2.21E+02,5.50E-02,,220.6201824,5.14E-02,,188.17357,0.00E+00,,330.70679,0.00E+00,,220.80186,3.44E-02,,220.6201824,0.00E+00,,220.62018,0.00E+00,,220.8018646,3.27E-02,,220.8018646,4.11E-02,,213.8865356,0.00E+00,,220.6201824,0.00E+00
,2.21E+02,4.10E-02,,2.21E+02,4.10E-02,,220.823536,-1.20E-01,,188.24336,0.00E+00,,330.82078,1.12E-03,,221.00632,-2.64E-02,,220.823536,0.00E+00,,220.82354,0.00E+00,,221.0063171,-7.28E-03,,221.0063171,-9.15E-03,,214.0927734,0.00E+00,,220.823536,0.00E+00
,2.21E+02,6.62E-02,,2.21E+02,6.62E-02,,221.026908,5.10E-02,,188.31315,0.00E+00,,330.93478,1.49E-03,,221.21077,2.50E-02,,221.026908,0.00E+00,,221.02691,0.00E+00,,221.2107697,4.51E-02,,221.2107697,5.66E-02,,214.2990112,0.00E+00,,221.026908,0.00E+00
,2.21E+02,-2.05E-02,,2.21E+02,-2.05E-02,,221.2302984,-5.68E-02,,188.38295,0.00E+00,,331.04876,0.00E+00,,221.41525,-2.43E-02,,221.2302984,0.00E+00,,221.2303,0.00E+00,,221.4152527,1.00E-02,,221.4152527,1.26E-02,,214.5052643,0.00E+00,,221.2302984,0.00E+00
,2.22E+02,7.32E-02,,2.22E+02,7.32E-02,,221.4337072,1.27E-01,,188.45275,0.00E+00,,331.16275,0.00E+00,,221.61974,3.64E-02,,221.4337072,0.00E+00,,221.43371,0.00E+00,,221.6197357,4.93E-02,,221.6197357,6.20E-02,,214.7115173,0.00E+00,,221.4337072,0.00E+00
,2.22E+02,-6.04E-02,,2.22E+02,-6.04E-02,,221.6371344,-2.52E-02,,188.52256,0.00E+00,,331.27673,5.22E-03,,221.82425,-4.58E-02,,221.6371344,0.00E+00,,221.63713,0.00E+00,,221.8242493,-2.25E-02,,221.8242493,-2.83E-02,,214.9178009,0.00E+00,,221.6371344,0.00E+00
,2.22E+02,1.19E-01,,2.22E+02,1.19E-01,,221.84058,5.71E-02,,188.59237,0.00E+00,,331.39071,1.79E-02,,222.02878,3.56E-03,,221.84058,0.00E+00,,221.84058,0.00E+00,,222.0287781,7.37E-02,,222.0287781,9.26E-02,,215.1240997,0.00E+00,,221.84058,0.00E+00
,2.22E+02,2.52E-03,,2.22E+02,2.52E-03,,222.0440439,-2.66E-02,,188.66219,0.00E+00,,331.50468,2.79E-02,,222.23332,1.44E-02,,222.0440439,0.00E+00,,222.04404,0.00E+00,,222.2333221,-2.46E-02,,222.2333221,-3.09E-02,,215.3303986,0.00E+00,,222.0440439,0.00E+00
,2.22E+02,5.50E-02,,2.22E+02,5.50E-02,,222.2475262,7.17E-02,,188.73201,0.00E+00,,331.61866,0.00E+00,,222.43788,5.30E-03,,222.2475262,0.00E+00,,222.24753,0.00E+00,,222.4378815,6.59E-02,,222.4378815,8.28E-02,,215.5367279,0.00E+00,,222.2475262,0.00E+00
,2.23E+02,-2.58E-02,,2.23E+02,-2.58E-02,,222.4510268,-2.38E-02,,188.80184,0.00E+00,,331.73262,2.49E-02,,222.64246,-5.25E-02,,222.4510268,0.00E+00,,222.45103,0.00E+00,,222.6424561,-1.05E-02,,222.6424561,-1.31E-02,,215.7430573,0.00E+00,,222.4510268,0.00E+00
,2.23E+02,4.63E-02,,2.23E+02,4.63E-02,,222.6545458,1.08E-01,,188.87167,0.00E+00,,331.84659,0.00E+00,,222.84705,2.89E-02,,222.6545458,0.00E+00,,222.65455,0.00E+00,,222.8470459,4.51E-02,,222.8470459,5.66E-02,,215.9494171,0.00E+00,,222.6545458,0.00E+00
,2.23E+02,-3.88E-02,,2.23E+02,-3.88E-02,,222.8580832,1.53E-02,,188.94151,0.00E+00,,331.96055,0.00E+00,,223.05167,-1.25E-02,,222.8580832,0.00E+00,,222.85808,0.00E+00,,223.0516663,-3.04E-03,,223.0516663,-3.82E-03,,216.155777,0.00E+00,,222.8580832,0.00E+00
,2.23E+02,5.55E-02,,2.23E+02,5.55E-02,,223.0616389,2.33E-02,,189.01135,0.00E+00,,332.07451,0.00E+00,,223.25629,7.60E-04,,223.0616389,0.00E+00,,223.06164,0.00E+00,,223.2562866,2.45E-02,,223.2562866,3.08E-02,,216.3621521,0.00E+00,,223.0616389,0.00E+00
,2.23E+02,-1.04E-02,,2.23E+02,-1.04E-02,,223.265213,-6.82E-02,,189.08120,0.00E+00,,332.18846,1.12E-03,,223.46094,-5.16E-02,,223.265213,0.00E+00,,223.26521,0.00E+00,,223.4609375,1.25E-02,,223.4609375,1.57E-02,,216.5685425,0.00E+00,,223.265213,0.00E+00
,2.24E+02,-3.84E-03,,2.24E+02,-3.84E-03,,223.4688054,9.62E-03,,189.15105,0.00E+00,,332.30242,0.00E+00,,223.66559,2.70E-02,,223.4688054,0.00E+00,,223.46881,0.00E+00,,223.6655884,3.66E-02,,223.6655884,4.60E-02,,216.7749481,0.00E+00,,223.4688054,0.00E+00
,2.24E+02,3.34E-02,,2.24E+02,3.34E-02,,223.6724162,8.44E-03,,189.22091,0.00E+00,,332.41637,2.88E-02,,223.87027,-1.49E-02,,223.6724162,0.00E+00,,223.67242,0.00E+00,,223.8702698,-6.22E-03,,223.8702698,-7.81E-03,,216.981369,0.00E+00,,223.6724162,0.00E+00
,2.24E+02,4.27E-02,,2.24E+02,4.27E-02,,223.8760453,4.01E-02,,189.29078,0.00E+00,,332.53031,0.00E+00,,224.07497,2.94E-02,,223.8760453,0.00E+00,,223.87605,0.00E+00,,224.0749664,5.74E-02,,224.0749664,7.22E-02,,217.1878052,0.00E+00,,223.8760453,0.00E+00
,2.24E+02,-3.54E-02,,2.24E+02,-3.54E-02,,224.0796927,-1.44E-01,,189.36064,0.00E+00,,332.64425,9.32E-03,,224.27968,-3.40E-02,,224.0796927,0.00E+00,,224.07969,0.00E+00,,224.2796783,1.36E-02,,224.2796783,1.71E-02,,217.3942566,0.00E+00,,224.0796927,0.00E+00
,2.24E+02,6.28E-02,,2.24E+02,6.28E-02,,224.2833585,-8.35E-03,,189.43052,0.00E+00,,332.75819,6.72E-03,,224.48441,3.16E-04,,224.2833585,0.00E+00,,224.28336,0.00E+00,,224.4844055,7.09E-02,,224.4844055,8.91E-02,,217.600708,0.00E+00,,224.2833585,0.00E+00
,2.25E+02,-4.59E-02,,2.25E+02,-4.59E-02,,224.4870426,2.51E-02,,189.50040,0.00E+00,,332.87213,0.00E+00,,224.68915,-2.40E-02,,224.4870426,0.00E+00,,224.48704,0.00E+00,,224.6891479,3.68E-03,,224.6891479,4.63E-03,,217.8071899,0.00E+00,,224.4870426,0.00E+00
,2.25E+02,3.59E-02,,2.25E+02,3.59E-02,,224.690745,-2.18E-02,,189.57028,0.00E+00,,332.98606,0.00E+00,,224.89391,1.50E-02,,224.690745,0.00E+00,,224.69075,0.00E+00,,224.8939056,3.73E-02,,224.8939056,4.68E-02,,218.0136719,0.00E+00,,224.690745,0.00E+00
,2.25E+02,-1.53E-03,,2.25E+02,-1.53E-03,,224.8944657,-5.83E-02,,189.64017,0.00E+00,,333.09999,2.88E-02,,225.09869,-3.64E-02,,224.8944657,0.00E+00,,224.89447,0.00E+00,,225.0986938,7.57E-03,,225.0986938,9.51E-03,,218.2201843,0.00E+00,,224.8944657,0.00E+00
,2.25E+02,5.41E-02,,2.25E+02,5.41E-02,,225.0982048,6.56E-02,,189.71006,0.00E+00,,333.21392,2.64E-02,,225.30348,2.03E-02,,225.0982048,0.00E+00,,225.0982,0.00E+00,,225.3034821,8.57E-02,,225.3034821,1.08E-01,,218.4266968,0.00E+00,,225.0982048,0.00E+00
,2.26E+02,-5.43E-02,,2.26E+02,-5.43E-02,,225.3019621,-1.42E-01,,189.77996,0.00E+00,,333.32784,1.94E-02,,225.50830,-5.47E-02,,225.3019621,0.00E+00,,225.30196,0.00E+00,,225.5083008,-6.92E-03,,225.5083008,-8.70E-03,,218.6332245,0.00E+00,,225.3019621,0.00E+00
,2.26E+02,1.75E-02,,2.26E+02,1.75E-02,,225.5057378,1.21E-02,,189.84987,0.00E+00,,333.44176,0.00E+00,,225.71312,-1.90E-02,,225.5057378,0.00E+00,,225.50574,0.00E+00,,225.7131195,6.49E-02,,225.7131195,8.15E-02,,218.8397675,0.00E+00,,225.5057378,0.00E+00
,2.26E+02,3.04E-03,,2.26E+02,3.04E-03,,225.7095318,-5.01E-02,,189.91977,0.00E+00,,333.55568,9.69E-03,,225.91797,-1.77E-02,,225.7095318,0.00E+00,,225.70953,0.00E+00,,225.9179688,-2.96E-02,,225.9179688,-3.71E-02,,219.0463257,0.00E+00,,225.7095318,0.00E+00
,2.26E+02,9.04E-02,,2.26E+02,9.04E-02,,225.913344,6.29E-02,,189.98969,0.00E+00,,333.66959,1.05E-02,,226.12283,5.92E-02,,225.913344,0.00E+00,,225.91334,0.00E+00,,226.1228333,6.98E-02,,226.1228333,8.77E-02,,219.2528992,0.00E+00,,225.913344,0.00E+00
,2.26E+02,3.09E-02,,2.26E+02,3.09E-02,,226.1171746,-8.01E-02,,190.05961,0.00E+00,,333.7835,1.86E-02,,226.32771,-4.26E-02,,226.1171746,0.00E+00,,226.11717,0.00E+00,,226.327713,1.71E-02,,226.327713,2.15E-02,,219.4594879,0.00E+00,,226.1171746,0.00E+00
,2.27E+02,1.15E-01,,2.27E+02,1.15E-01,,226.3210234,7.89E-02,,190.12953,0.00E+00,,333.89741,0.00E+00,,226.53261,3.74E-02,,226.3210234,0.00E+00,,226.32102,0.00E+00,,226.532608,3.69E-02,,226.532608,4.64E-02,,219.6660767,0.00E+00,,226.3210234,0.00E+00
,2.27E+02,5.10E-02,,2.27E+02,5.10E-02,,226.5248905,-1.65E-02,,190.19946,0.00E+00,,334.01131,1.30E-02,,226.73752,5.90E-03,,226.5248905,0.00E+00,,226.52489,0.00E+00,,226.7375183,8.54E-04,,226.7375183,1.07E-03,,219.8726959,0.00E+00,,226.5248905,0.00E+00
,2.27E+02,1.97E-02,,2.27E+02,1.97E-02,,226.7287759,1.06E-01,,190.26940,0.00E+00,,334.12522,0.00E+00,,226.94244,-3.47E-03,,226.7287759,0.00E+00,,226.72878,0.00E+00,,226.9424438,5.07E-02,,226.9424438,6.37E-02,,220.0793304,0.00E+00,,226.7287759,0.00E+00
,2.27E+02,-4.64E-02,,2.27E+02,-4.64E-02,,226.9326796,-5.80E-02,,190.33934,0.00E+00,,334.23911,2.24E-03,,227.14738,1.23E-02,,226.9326796,0.00E+00,,226.93268,0.00E+00,,227.1473846,-5.62E-04,,227.1473846,-7.06E-04,,220.285965,0.00E+00,,226.9326796,0.00E+00
,2.27E+02,5.46E-02,,2.27E+02,5.46E-02,,227.1366016,-3.23E-03,,190.40928,0.00E+00,,334.35301,0.00E+00,,227.35236,5.27E-02,,227.1366016,0.00E+00,,227.1366,0.00E+00,,227.352356,6.56E-02,,227.352356,8.24E-02,,220.4926147,0.00E+00,,227.1366016,0.00E+00
,2.28E+02,-5.12E-02,,2.28E+02,-5.12E-02,,227.3405418,-3.31E-02,,190.47923,0.00E+00,,334.4669,1.71E-02,,227.55733,-8.22E-03,,227.3405418,0.00E+00,,227.34054,0.00E+00,,227.5573273,-2.50E-02,,227.5573273,-3.14E-02,,220.699295,0.00E+00,,227.3405418,0.00E+00
,2.28E+02,5.43E-02,,2.28E+02,5.43E-02,,227.5445003,6.38E-02,,190.54918,0.00E+00,,334.58079,0.00E+00,,227.76233,1.29E-01,,227.5445003,0.00E+00,,227.5445,0.00E+00,,227.7623291,1.11E-01,,227.7623291,1.40E-01,,220.9059753,0.00E+00,,227.5445003,0.00E+00
,2.28E+02,2.34E-02,,2.28E+02,2.34E-02,,227.7484771,-3.37E-02,,190.61914,0.00E+00,,334.69467,1.01E-02,,227.96733,-6.15E-02,,227.7484771,0.00E+00,,227.74848,0.00E+00,,227.9673309,-4.10E-03,,227.9673309,-5.15E-03,,221.1126709,0.00E+00,,227.7484771,0.00E+00
,2.28E+02,1.19E-01,,2.28E+02,1.19E-01,,227.9524721,1.25E-01,,190.68911,0.00E+00,,334.80855,7.10E-03,,228.17236,2.45E-02,,227.9524721,0.00E+00,,227.95247,0.00E+00,,228.1723633,7.62E-02,,228.1723633,9.57E-02,,221.3193817,0.00E+00,,227.9524721,0.00E+00
,2.28E+02,-6.74E-03,,2.28E+02,-6.74E-03,,228.1564853,-2.09E-02,,190.75908,0.00E+00,,334.92243,0.00E+00,,228.37741,-5.35E-02,,228.1564853,0.00E+00,,228.15649,0.00E+00,,228.3774109,1.11E-02,,228.3774109,1.40E-02,,221.5261078,0.00E+00,,228.1564853,0.00E+00
,2.29E+02,1.14E-01,,2.29E+02,1.14E-01,,228.3605169,2.88E-04,,190.82905,0.00E+00,,335.03631,1.20E-02,,228.58247,-5.11E-03,,228.3605169,0.00E+00,,228.36052,0.00E+00,,228.5824738,1.32E-02,,228.5824738,1.66E-02,,221.7328491,0.00E+00,,228.3605169,0.00E+00
,2.29E+02,-1.07E-02,,2.29E+02,-1.07E-02,,228.5645666,-2.66E-02,,190.89903,0.00E+00,,335.15018,3.76E-02,,228.78755,-1.02E-02,,228.5645666,0.00E+00,,228.56457,0.00E+00,,228.7875519,1.15E-02,,228.7875519,1.44E-02,,221.9395905,0.00E+00,,228.5645666,0.00E+00
,2.29E+02,6.20E-02,,2.29E+02,6.20E-02,,228.7686346,5.47E-02,,190.96902,0.00E+00,,335.26405,1.20E-02,,228.99265,3.08E-02,,228.7686346,0.00E+00,,228.76863,0.00E+00,,228.9926453,3.55E-02,,228.9926453,4.46E-02,,222.1463623,0.00E+00,,228.7686346,0.00E+00
,2.29E+02,2.23E-02,,2.29E+02,2.23E-02,,228.9727209,2.48E-02,,191.03901,0.00E+00,,335.37792,8.94E-03,,229.19775,-1.63E-02,,228.9727209,0.00E+00,,228.97272,0.00E+00,,229.1977539,-1.36E-02,,229.1977539,-1.71E-02,,222.3531342,0.00E+00,,228.9727209,0.00E+00
,2.29E+02,5.49E-02,,2.29E+02,5.49E-02,,229.1768253,6.59E-02,,191.10900,0.00E+00,,335.49178,0.00E+00,,229.40289,3.69E-03,,229.1768253,0.00E+00,,229.17683,0.00E+00,,229.4028931,3.02E-02,,229.4028931,3.80E-02,,222.5599365,0.00E+00,,229.1768253,0.00E+00
,2.30E+02,7.10E-03,,2.30E+02,7.10E-03,,229.3809481,-7.45E-02,,191.17900,0.00E+00,,335.60564,0.00E+00,,229.60803,-4.40E-03,,229.3809481,0.00E+00,,229.38095,0.00E+00,,229.6080322,2.91E-02,,229.6080322,3.66E-02,,222.7667389,0.00E+00,,229.3809481,0.00E+00
,2.30E+02,1.10E-01,,2.30E+02,1.10E-01,,229.585089,1.65E-02,,191.24901,0.00E+00,,335.7195,5.23E-03,,229.81320,2.42E-02,,229.585089,0.00E+00,,229.58509,0.00E+00,,229.8132019,4.68E-02,,229.8132019,5.88E-02,,222.9735565,0.00E+00,,229.585089,0.00E+00
,2.30E+02,8.85E-03,,2.30E+02,8.85E-03,,229.7892481,-8.90E-02,,191.31902,0.00E+00,,335.83335,1.34E-02,,230.01837,-6.82E-02,,229.7892481,0.00E+00,,229.78925,0.00E+00,,230.0183716,-1.62E-03,,230.0183716,-2.04E-03,,223.1804047,0.00E+00,,229.7892481,0.00E+00
,2.30E+02,3.06E-02,,2.30E+02,3.06E-02,,229.9934255,1.48E-02,,191.38903,0.00E+00,,335.9472,0.00E+00,,230.22357,-2.92E-03,,229.9934255,0.00E+00,,229.99343,0.00E+00,,230.2235718,8.98E-03,,230.2235718,1.13E-02,,223.3872528,0.00E+00,,229.9934255,0.00E+00
,2.30E+02,1.25E-02,,2.30E+02,1.25E-02,,230.1976211,-1.66E-01,,191.45906,0.00E+00,,336.06105,3.31E-02,,230.42879,-8.38E-03,,230.1976211,0.00E+00,,230.19762,0.00E+00,,230.4287872,1.61E-02,,230.4287872,2.02E-02,,223.5941162,0.00E+00,,230.1976211,0.00E+00
,2.31E+02,8.37E-02,,2.31E+02,8.37E-02,,230.4018349,3.75E-02,,191.52908,0.00E+00,,336.1749,1.31E-02,,230.63402,3.05E-02,,230.4018349,0.00E+00,,230.40183,0.00E+00,,230.6340179,-3.74E-03,,230.6340179,-4.71E-03,,223.8009949,0.00E+00,,230.4018349,0.00E+00
,2.31E+02,4.50E-02,,2.31E+02,4.50E-02,,230.6060669,5.61E-04,,191.59911,0.00E+00,,336.28874,2.58E-02,,230.83926,-1.50E-02,,230.6060669,0.00E+00,,230.60607,0.00E+00,,230.8392639,1.36E-02,,230.8392639,1.71E-02,,224.0078735,0.00E+00,,230.6060669,0.00E+00
,2.31E+02,7.09E-02,,2.31E+02,7.09E-02,,230.8103171,6.08E-02,,191.66915,0.00E+00,,336.40258,0.00E+00,,231.04453,1.33E-02,,230.8103171,0.00E+00,,230.81032,0.00E+00,,231.0445251,5.11E-02,,231.0445251,6.42E-02,,224.2147827,0.00E+00,,230.8103171,0.00E+00
